,labels,context
86,1,추가 CMO 계약 협의 진행 성 바이오 직스 송도 3 공장 전경 사진 공 성 바이오 직스 울 경제 성 바이오 직스 207940 코로나 19 메신저 리보핵산 mRNA 백신 원료 의약품 DS 첫 시험 생산 Engineering run 완료 했다고 2일 밝혔다 지난해 하반기 더 mRNA 백신 완제 의약품 DP 위탁 생산 CMO 한 데 이어 원료 의약품 설비 가동 해 mRNA 백신 원스톱 생산 체제 갖추게 됐다 삼성 바이오 직스 지난해 11월 미국 그린 라이트 바이오 사이언스 코로나 19 백신 후보 물질 DS 위탁 생산 파트너 체결 했다 이후 7 개 월간 기술이전 스케일 업 거쳐 지난 5월 말 mRNA 원료 의약품 생산 설비 구축 완료 했다 첫 시험 생산 성공하며 mRNA 백신 원료 의약품 대규모 상업 생산 할 수 있는 준비 마쳤다 시험 생산 본격 상업 생산 직전 실시 하는 공정 검증 단계 시험 생산 성공 cGMP 수준 우수한 생산 능력 갖췄 음 의미 한다 성 바이오 직스 첫 시험 생산 결과 바탕 생산 과정 최적화 진행 할 계획 한편 성 바이오 직스 mRNA 백신 추가 CMO 계약 체결 위해 잠재 고객 사와 협의 진행 지난달 26일 28일 미국 보스턴 진행 된 mRNA 관련 글로벌 콘퍼런스 참여 해 성 바이오 직스 mRNA 생산 역량 설명 글로벌 약사 수주 파트너 체결 논의 했다 안드레이 루르 Andrey Zarur 그린 라이트 최고경영자 CEO 는 양질 의약품 생산 가장 어려운 중 스몰 스케일 smallscale 대규모 상업 생산 발전 시키는 라며 인류 코로나 19 백신 수요 충족 시킬 수 있도록 mRNA 백신 후보 물질 대규모 생산 가능하게 해준 삼성 도움 지원 감사 뜻 전 한다고 말 했다 존림 성 바이오 직스 대표이사 성 바이오 직스 항체 의약품 아니라 mRNA 분야 원료 완제 의약품 생산 원스톱 엔드투엔드 endtoend 서비스 제공 할 수 있게 됐다며 확장 된 서비스 생산 능력 통해 향후 개발 될 mRNA 백신 치료 더욱 빠르게 공급 할 수 있도록 노력 할 말 했다
87,0,파이낸셜뉴스 성 바이오 직스 코로나 19 메신저 리보핵산 mRNA 백신 후보 물질 원료 의약품 첫 시험 생산 성공 완료 서린 바이오 관련 주 장 매수세가 몰리 2일 오후 1시 32분 현재 서린 바이오 전 거래 대비 737 오른 1만 6800원 거래 중이 성 바이오 직스 코로나 19 mRNA 백신 후보 물질 원료 의약품 첫 시험 생산 Engineering run 성공 완료 했다고 날 밝혔다 성 바이오 직스 지난해 하반기 더 mRNA 백신 완제 의약품 위탁 생산 CMO 한 데 이어 mRNA 원료 의약품 설비 마련 하며 원스톱 생산 체제 갖추게 됐다 지난해 11월 성 바이오 직스 미국 그린 라이트 바이오 사이언스 이하 그린 라이트 개발 중인 코로나 19 백신 후보 물질 원료 의약품 DS 위탁 생산 파트너 체결 했다 이후 약 7 개 월간 기술이전 스케일 업 거쳐 지난 5월 말 mRNA 원료 의약품 생산 설비 구축 완료 했다 최근 성 바이오 직스 첫 시험 생산 성공하며 mRNA 백신 원료 의약품 대규모 상업 생산 할 수 있는 준비 마쳤다 시험 생산 본격 상업 생산 직전 실시 하는 공정 검증 단계 시험 생산 성공 cGMP 수준 우수한 생산 능력 갖췄 음 의미 한다 시험 생산 시험관 내 전사 IVT 는 기준 1 L 당 12 g 타이 터 결과 기록 하며 고객 사가 제시 범주 최대 치를 기록 했다 타이 터 titer 는 배양 액 속 항체량 수치화 타이 터 높을수록 수확 할 수 있는 항체량 많아진다 두 시험 생산 달 중 시행 될 예정 성 바이오 직스 첫 시험 생산 결과 바탕 생산 과정 최적화 진행 할 계획 존림 성 바이오 직스 대표이사 성 바이오 직스 항체 의약품 아니라 mRNA 분야 원료 완제 의약품 생산 원스톱 엔드투엔드 endtoend 서비스 제공 할 수 있게 됐다며 확장 된 서비스 생산 능력 통해 향후 개발 될 mRNA 백신 치료 더욱 빠르게 공급 할 수 있도록 노력 할 말 했다 한편 서린 바이오 mRNA 합성 서비스 국내 유일하게 공급 성 바이오 직스 바이오 의약품 관련 원 재료 납품 하며 투자자 관심 집중 되는 풀이 된다 성 바이오 직스 서린 바이오 특징 주
88,0,페터 펠트 독일 프랑크푸르트 시 장사진 가운데 성 바이오 직스 홍보 관 방문 해 회사 소개 사업 설명 듣고 삼성 바이오 직스 4일 오후 페터 펠트 독일 프랑크푸르트 시장 인천 송도 본사 방문 했다고 밝혔다 날 펠트 시장 비롯 프랑크푸르트 시 관계자 성 바이오 직스 홍보 관 둘러보고 성 바이오 직스 경영 진과 바이오 산업 협업 방안 논의 했다 존림 성 바이오 직스 대표이사 페터 펠트 독일 프랑크푸르트 시장 성 바이오 직스 본사 대화 나누고
89,0,서울 연합뉴스 페터 펠트 독일 프랑크푸르트 시장 오른쪽 번 4일 인천 연수구 성 바이오 직스 홍보 관 방문 존림 성 바이오 직스 대표이사 장제 학 인천 시 국제 관계 대사 관계자 기념 촬영 202284 성 바이오 직스 제공 재판매 DB 금지 photoynacokr
90,1,바이오 산업 협업 방안 논의 페터 펠트 독일 프랑크푸르트 시 장사진 오른쪽 존림 성 바이오 직스 대표이사 장제 학 인천 시 국제 관계 대사 관계자 기념 사진 촬영 있는 모습 진삼 바이오 직스 삼성 바이오 직스 4일 오후 페터 펠트 독일 프랑크푸르트 시장 비롯 관계자 인천 송도 본사 방문 했다고 밝혔다 성 바이오 직스 관계자 프랑크푸르트 방문 단 성 바이오 직스 홍보 관 둘러보고 존림 대표 성 바이오 직스 경영 진과 바이오 산업 협업 방안 논의 했다고 전 했다 방문 날 인천 시 독일 프랑크푸르트 체결 우호 협력 MOU 양해각서 일환 MOU 는 양 도시 간 전략 산업 교류 위 네트워크 구축 뉴 홍콩 시티 건설 지역 은행 설립 추진 동력 확보 하고자 기획 됐다 양 도시 경제 금융 과학 분야 협력 문화 스포츠 관광 분야 민간 교류 증진 할 예정 상호 이익 되는 사업 실행 힘 모은다 방문 단 날 셀트리온 방문 했다
91,1,서울 연합뉴스 4일 인천 연수구 성 바이오 직스 홍보 관 방문 독일 프랑크푸르트 시 관계자 성 바이오 직스 경영 진과 바이오 산업 협업 방안 대해 논의 202284 성 바이오 직스 제공 재판매 DB 금지 photoynacokr
92,0,서울 연합뉴스 페터 펠트 독일 프랑크푸르트 시장 4일 인천 연수구 성 바이오 직스 홍보 관 방문 해 존림 성 바이오 직스 대표이사 대화 202284 성 바이오 직스 제공 재판매 DB 금지 photoynacokr
93,0,서울 뉴스 1 페터 펠트 독일 프랑크푸르트 시장 오른쪽 번 비롯 관계자 4일 인천 송도 성 바이오 직스 본사 방문 존림 성 바이오 직스 대표이사 오른쪽 기념 촬영 하고 성 바이오 직스 제공 202284 뉴스 1
94,0,서울 뉴스 1 페터 펠트 독일 프랑크푸르트 시장 오른쪽 두 번 4일 인천 송도 성 바이오 직스 홍보 관 방문 해 회사 소개 사업 설명 듣고 성 바이오 직스 제공 202284 뉴스 1
95,1,서울 뉴시스 백동현 기자 페터 펠트 독일 프랑크푸르트 시장 4일 오후 인천 송도 성 바이오 직스 본사 방문 해 회사 소개 사업 설명 듣고 진삼 바이오 직스 제공 20220804 photonewsiscom 재판매 DB 금지 사진 영상 제보 받습니다 공감 언론 뉴시스 독자 소중한 제보 기다립니다 뉴스 가치나 화제 있다고 판단 되는 사진 또는 영상 뉴시스 사진 상부 nphotonewsiscom 보내주시면 적극 반영 하겠습니다
96,2,페터 펠트 시장 삼바 경영 진과 바이오 산업 협업 논의 존림 성 바이오 직스 대표이사 페터 펠트 독일 프랑크푸르트 시장 성 바이오 직스 본사 대화 나누는 모습 진삼 바이오 직스 이데일리 나은경 기자 성 바이오 직스 207940 는 페터 펠트 독일 프랑크푸르트 시장 비롯 관계자 4일 오후 인천 연수구 송도 위치 성 바이오 직스 본사 방문 했다고 밝혔다 날 프랑크푸르트 시 관계자 성 바이오 직스 홍보 관 둘러보고 성 바이오 직스 경영 진과 바이오 산업 협업 방안 논의 했다
97,2,홍보 관 둘러보고 경영 진과 협업 방안 논의 4일 인천 연수구 송도 소재 성 바이오 직스 본사 홍보 관 존림 성 바이오 직스 사장 오른쪽 두번째 페터 펠트 독일 프랑크푸르트 시장 오른쪽 첫 설명 듣고 성 바이오 직스 제공 성 바이오 직스 찾은 페터 펠트 독일 푸랑 크 푸르 트 시장 오른쪽 존림 성 바이오 직스 사장 오른쪽 기념 사진 촬영 성 바이오 직스 제공 파이낸셜뉴스 성 바이오 직스 4일 오후 페터 펠트 독일 프랑크푸르트 시장 비롯 관계자 인천 송도 위치 회사 본사 방문 했다고 밝혔다 날 프랑크푸르트 시 관계자 성 바이오 직스 홍보 관 둘러보고 성 바이오 직스 경영 진과 바이오 산업 협업 방안 논의 했다
98,0,삼바 영업비밀 침해 금지 승소 전직 금지 취하 롯데 바이오 직스 애초 가져온 자료 없어 업계 기술 빼 가기 경종 울린 제도 필 요법 제도 방안 마련 기업 자체 노력 존림 성 바이오 직스 대표 사진 공 삼성 바이오 직스 서울 경제 성 바이오 직스 207940 롯데 바이오 직스 이직 3 명 영업 비밀 유출 해 선 안된다는 판결 나왔다 기술 기업 동력 제약 바이오 업계 측 평소 인력 유출 따른 기술 유출 대해 공감 갖고 있었던 같은 판결 대해 업계 경종 울린 입 모았다 5일 업계 따르면 성 바이오 직스 롯데 바이오 직스 이직 3 명 제기 영업 비밀 침해 금지 전직 금지 가처분 소송 일부 인용 된 나타났다 전직 금지 대해 선 법원 측 부정 의견 보이 성 바이오 직스 측 취하 전해졌다 영업 비밀 침해 금지 일부 인용 돼 이직 인원 가져온 자료 또는 문서 사용 할 수 없게 됐다 롯데 바이오 직스 관계자 애초 가져온 자료 없다고 말 했다 인재 유출 기술 유출 인재 유출 따른 기술 유출 이전 관행 전해지고 있다는 업계 중론 비단 바이오 업계 아니다 LG 화학 051910 직원 대거 SK 이노베이션 096770 이동 기업 간 분쟁 발생 했고 미국 국제무역 위원회 ITC LG 화학 손 들어주며 갈등 마무리 된다 약사 간의 분쟁 메 디톡스 086900 대웅제약 069620 은 보톨리눔 톡신 두고 양 사가 법적 행정 소송 벌이 다퉜다 메 디톡스 측은 이직 직원 관련 자료 돈 받고 대웅제약 측 팔았다고 주 장하나 대웅제약 측은 그러한 사실 없다는 입장 한 약사 대표이사 인력 유출 따른 기술 유출 심각한 상황 라며 업계 스스로 자정 노력 중요하지만 이뤄지지 않으니 법 제도 통해 해결 해야 한다고 설명 했다 한 업계 관계자 판결 기술 빼가기에 대해 경종 울린 평 했다 인재 유출 못 막아도 기술 유출 막아 보자 미국 지적재산권 소송 전문가 샤론 리 변호사 대해 미국 사례 참조 할 수 있다고 조언 했다 리 변호사 미국 기업 기밀 유출 방지 위해 영업 비밀방 어법 DTSA 미국 국제무역 위원회 ITC 운영 중이 설명 했다 영업 비밀방 어법 특허법 보호 받지 못 하는 재정 상업 경제 기술 정보 보호 할 수 있도록 근거 마련 법 해당 법 기업 영업 비밀 유출 대해 기밀 유출 따른 실제 손해 실제 손해 외 발생 부당 이익 기업 기밀 유출 힘쓰며 들인 비용 대해 배상 하도록 규정 한다 리 변호사 유출 된 기밀 공표 하지 못 하게 법적 강제 하며 이를 따르지 않을 경우 당국 직접 개입 해 압류 명령 내 리기 한다고 말 했다 ITC 는 기업 기밀 유지 위해 활용 할 수 있는 방법 영업 비밀방 어법 근거 해 소송 진행 할 경우 최 3년 가량 소요 되지만 ITC 제소 할 경우 1518 개월 내 결정 난다 ITC 는 법적 처벌 할 순 없지만 수입 배제 명령 내릴 수 있어 강력한 규제 수단 갖추고 있는 알려졌다리 변호사 기밀 유지 위 기업 자체 노력 중요하다고 강조 했다 기업 영업 비밀 정보 눈 띄게 표시 직원 정보 영업 비밀 취급 된다는 사실 인지 하게 끔 해야 한다고 했다 이어 비밀 유지 서약 작성 주 기적 영업 비밀 유출 시키면 안된다는 사실 알려야 한다고 덧붙였다 이직 하는 직원 디지털 장비 포렌식 하는 대안 될 수 있다는 설명 리 변호사 A 기업 이직 하는 직원 컴퓨터 포렌식 한 뒤 이직 하는 기업 대 용량 문서 메일 보낸 발견 경우 있다고 했다
99,0,1만 부지 공장 건립 재 검토 시장 아직 커지지 않았다 판단 차세대 바이오 의약품 세포 유전자 치료 위탁 개발 생산 CDMO 뛰어들겠다던 성 바이오 직스 속도 조절 나섰다 기존 항체 치료 시장 수익 높은 데 아직 세포 유전자 치료 시장 충분히 커지지 않았다는 판단 서다 7일 업계 따르면 성 바이오 직스 인천 송도 약 1만 부지 멀티 달리 티 플랜트 MMP 지으려던 계획 재 검토 MMP 는 다양한 유형 세포 유전자 치료 생산 할 수 있는 공장 성 바이오 직스 공장 짓기 위해 지난해 11월 인천 경 자유 역청 부지 사들였다 존 림 성 바이오 직스 사장 올 초 JP 모간 헬 스케 콘퍼런스 5 공장 MMP 건설 할 계획 라며 연내 착공 하겠다고 했다이 계획 반년 변곡점 맞았다 지난달 35만 규모 2 캠퍼스 부지 추가 매입 하면 서다 회사 2 캠퍼스 기존 14 공장 마찬가지 항체 의약품 생산 할 수 있는 공장 5 공장 짓기로 내부 방침 정 했다 1만 부지 세포 유전자 치료 생산 용도 5 공장 연내 착공 하려던 계획 사실 보류 된 알려졌다 회사 관계자 2 캠퍼스 부지 매입 전략 변화 생겼다고 했다 삼성 바이오 직스 세포 유전자 치료 CDMO 시장 충분히 성숙하지 않았다고 본다 상황 직접 공장 짓기에는 리스크 있다고 판단 업계 성 바이오 직스 항체 의약품 사업 집중 하다가 인수합병 MA 방식 세포 유전자 치료 시장 뛰어들 가능성 크다고 보고 세포 유전자 치료 항체 의약품 달리 다 품종 소량 생산 사업인 데 제조 방식 달라 서다 존 림 사장 지난 6월 기자 만나 많은 회사 세포 유전자 치료 생산 공장 지었지만 이제 매물 내놓고 있다고 했다 아직 제대로 된 수익 구조 갖추지 못 했기 때문 게 판단 업계 관계자 돈 잘 버 사업 항체 의약품 두고 아직 크지 않은 시장 전력 분산 할 이유 없다고 판단 했을 말 했다
100,2,코스피 249310 마감 전일 대비 230 포인트 상승 삼성 3일 만에 하락 네이버 HMM 삼성 전기 3 셀트리온 코로나 19 치료 렉 사진 셀트리온 바이오 투자 심리 살아나면서 8일 유가 증권 시장 셀트리온 52 주 신 고가 경신 했다 날 코스피 지수 전 거래 대비 230 포인트 009 오른 249310 거래 마쳤다 개인 811억원 외국인 1755억원 순 매수 했고 기관 홀로 2966억원 순 매도 기록 했다 시가총액 상위 10 개 종목 중 5 개 종목 상승 마감 했다 대 장주 성 전일 대비 114700원 내린 6만 800원 마감 했고 SK 하이닉스 223 네이버 318 삼성 SDI 017 도 하락 했다 반면 LG 에너지 솔루션 022 LG 화학 156 현대차 077 올랐다 셀트리온 전일 대비 3306500원 오른 20만 3500원 마감 하며 52 주 신 고가 경신 했다 성 바이오 직스 전일 대비 0565000원 오른 90만원 거래 지난 1월 3일 종가 91만 1000원 이후 7 개월 90만원 대를 회복했다 바이오 대 장주 셀트리온 그룹 주가 반등 하며 성 바이오 직스 SK 바이오 사이언스 바이오 종목 전반 투심 살아나는 모양새 이동건 신 한 금융투자 연구원 역 실적 세 우려 확산 되는 구간 대형 바이오 주 비롯 해 약사 기업 하반기 견조 실적 성장 기대 되는 우호 수급 환경 이어질 전망 된다고 말 했다 코스닥 지수 전일 대비 078 포인트 009 내린 83086 마감 했다 개인 1197억원 순 매수 했고 외국인 기관 474억원 609억원 순 매도 기록 했다 코스닥 시가총액 상위 10 개 종목 중 7 개 종목 상승 마감 했다 셀트리온 헬 스케 전일 대비 191500원 오른 7만 7000원 마감 했고 셀트리온 제약 148 도 강세 보였다 엘앤 에프 041 펄 어비스 218 알테오 젠 054 천보 056 상승 했다 한편 무상증자 신주 상장 이틀 앞두고 모아 데이타 한가를 기록 했다 모아 데이타 지난달 5일 1 주당 5 주의 비율 신주 배정 하는 무상증자 결정 했다 신주 상장 예정일 8월 10일 이다
101,0,국내 제약 바이오 기업 상반기 실적 호조 주가 하반기 전망 미지수 RD 기술이전 성과 살펴야 올해 상반기 좋은 실적 거둔 국내 제약 바이오 기업 주가 올랐다 게티 이미지 뱅크 경기 침체 성과 부진 추락 하던 제약 바이오 종목 주가 최근 반등 올해 2분 기 매출 호조 어닝 서프라이즈 달성 데 안정 의약품 수요 하반기 실적 역시 탄탄할 관측 나오면 서다 신종 코로나바이러스 감염증 코로나 19 이후 본업 돌아간 기업 의약품 판매 위탁 개발 생산 CMDO 높은 매출 기록 하며 내 실과 성장 잡았다는 평가 나온다 9일 한국 거래소 따르면 날 KRX 헬 스케 지수 직전 거래 대비 125 오른 328461 마감 했다 하루 30 급락 했던 지난 6월 22일 비교 하면 20 가까이 올랐다 지수 성 바이오 직스 에스 디바이 센서 코스피 코스닥 상장 주요 제약 바이오 종목 구성 됐다 코스피 의약품 지수 지난 3일 이후 5 거래 연속 상승 마감 했다 날 직전 거래 대비 043 오른 1618420 기록 했다 지수 구성 하는 주요 제약 바이오 기업 호실 발표 하며 주가 올랐기 때문 특히 셀트리온 성 바이오 직스 올해 상반기 1조원 넘는 매출 올렸다 본업 바이오 시 밀러 의약품 위탁 개발 생산 CDMO 사업 부문 성장하면 서다 셀트리온 바이오 시 밀러 램 시마 트 시마 허쥬마 해외 시장 점유 율 확대 됐다 해외 판매 담당 하는 셀트리온 헬 스케 셀트리온 실적 발표 이후 코스닥 1 위 탈환 하기도 했다 성 바이오 직스 올해 상반기 누적 79억 달러 규모 수주 계약 체결 했다 현재 수주 규모 맞춰 1 2 3 공장 가동 중이 전통 약사 의약품 탄탄한 해외 판매량 힘 입어 좋은 성적표 받았다 대웅제약 보툴리눔 톡신 제제 나보 타가 대표 올해 2분 기 나보타 수출량 전 동기 대비 105 성장한 292억원 기록 했다 같은 기간 회사 영업 이익 336억원 분기 기준 사상 최 대치 GC 녹십자 남반구 향 독감 백신 매출 역대 최대 치를 기록 하며 2분 기 매출 영업 익 전 동기 대비 올랐다 유한양행 일반의약품 OTC 전문 의약품 ETC 매출 239 89 늘며 국내외 사업 규모 확대 했다 주가 기업 실적 오르고 9일 셀트리온 직전 거래 대비 3938000원 오른 21만 1500원 장 마쳤다 주가 실적 발표 전날 지난 3일 5 거래 연속 상승 마감 했다 셀트리온 헬 스케 셀트리온 제약 직전 거래 대비 234 112 상승 마감 했다 성 바이오 직스 전일 대비 0222000원 상승 90만 2000원 마감 했다 이외 SK 바이오 팜은 199 에스 디바이 센서 166 한미 약품 093 전일 대비 주가 올랐다 증권 가에선 주가 반 등세 제약 바이오 종목 전체 확대 되진 않을 분석 한다 그러면서도 올해 하반기 주요 학회 예정 된 의미 있는 임 데이터 기술 이전 성과 공개 기업 위주 투자자 관심 받을 의견 제시 했다 하태기 상상 인증 연구원 금리 상승 무르익어 가고 있으며 성 6만원 대를 회복하는 시장 안정 세 보이 있다면서도 기업 신약 개발 성과 미흡하고 자금 조달 하기도 어려운 상황 주가 회복할 가능성 제한 했다 이명선 DB 금융투자 연구원 7월 에는 코로나 19 유행 치료 백신 진단 키트 종목 중심 주가 반등 했고 8월 에는 세계 폐암 학회 WCLC 참가 하는 기업 초록 공개 하며 기대 높였다며 하반기 주요 학회 연관 된 기업 주가 흐름 긍정 예상 된다고 했다 투자 할만 한 기업 한미 약품 바이 넥스 꼽았다 이중 한미 약품 아직 상용 된 치료 없는 비 알코올 지방 간염 NASH 치료 제의 임 2 상 결과 연내 발표 한다 달 미 SK 증권 연구원 최근 초록 공개 기업 주목 해야 한다고도 했다
102,0,성 바이오 직스 3 공장 전 경 삼성 바이오 직스 프로스트 앤 설리번 인스티튜트 2022년 혁신 성장 리더십 어워드 수상했다고 10일 밝혔다 프로스트 앤 설리번 인스티튜트 글로벌 시장조사 기관 프로스트 앤 설리번 산하 비영리기관 혁신 성과 달성 하며 CSR 기업 사회 책임 ESG 환경 사회 지배구조 관련 활동 통해 지속 가능한 사회 실현 하는 데 큰 역할 한 기업 매년 선정 한다 삼성 바이오 직스 선제 과감 투자 통해 바이오 의약품 초기 단계 상업 생산 이르는 엔드 투 엔드 endtoend 위탁 개발 생산 CDMO 사업 단기간 내 구축 했다 사업 진출 7년 3 개 공장 건설 해 세계 최대 생산 능력 확보 했으며 단일 공장 기준 최대 규모 4 공장 내년 완공 되면 글로벌 CDMO 생산량 약 30 차지 할 전망 mRNA 사업 포트폴리오 확대 하며 전 세계 바이오 의약품 생산 공급 원활하게 하는 데 앞장섰다 특히 코로나 19 팬데믹 세계 대유행 상황 더 아스 트 카 일라이 릴리 글로벌 제약 사들이 개발 백신 항체 치료 신속하고 안정 생산 해 백신 공급 해소 기여 했다 최근 mRNA 원 의약품 DS 생산 설비 구축 미국 그린 라이트 바이오 사이언스 코로나 19 mRNA 백신 생산 해 저개발국 백신 보급 확대 힘 보탰 다프 로스트 앤 설리번 측은 성 바이오 직스 글로벌 고객 협업 해 백신 치료 생산 함 인류 건강 증진 하는데 크게 기여 했다며 과학 접근 법 통해 전 세계 질병 탄소 배출 량 산업 재해 제로 0 줄이기 위해 전념 하는 성 바이오 직스 공로 인정 한다고 설명 했다 존림 성 바이오 직스 대표 글로벌 CDMO 파트너 로서 전 세계 당면 과제 해결 해 나가려는 성 바이오 직스 노력 인정받게 돼 기쁘다며 앞 바이오 산업 분야 더욱 혁신 과감 도전 통해 지속 가능한 미래 만들어가는 데 도움 될 수 있도록 최선 다 할 말 했다
103,0,시장조사 기관 프로스트 앤드 설리번 선정 성 바이오 직스 3 공장 전경 뉴스 1 서울 뉴스 1 김태환 기자 성 바이오 직스 글로벌 시장조사 기관 혁신 성장 지 속 가능 경영 적극 실천 하는 모범 기업 선정 됐다 삼성 바이오 직스 프로스트 앤드 설리번 인스티튜트 Frost Sullivan Institute 2022년 혁신 성장 리더십 어워드 Enlightened Growth Leadership Award 수상했다고 10일 밝혔다 프로스트 앤드 설리번 인스티튜트 글로벌 시장조사 기관 프로스트 앤드 설리번 산하 비영리기관 ESG 환경 사회 지배구조 관련 활동 통해 지속 가능한 사회 실현 하는 데 큰 역할 하는 기업 매년 선정 한 다프 로스트 앤드 설리번 측은 성 바이오 직스 글로벌 고객 협업 해 백신 치료 생산 함 인류 건강 증진 하는데 크게 기여 했다고 밝혔다 삼성 바이오 직스 선제 과감 투자 통해 바이오 의약품 초기 단계 상업 생산 이르는 엔드 투 엔드 endtoend CDMO 사업 단기간 내 구축 했다 사업 진출 7년 3 개 공장 건설 해 세계 최대 생산 능력 확보 했으며 단일 공장 기준 최대 규모 4 공장 내년 완공 되면 글로벌 CDMO 생산량 약 30 차지 할 전망 존림 대표 글로벌 CDMO 파트너 로서 전 세계 당면 과제 해결 해 나가려는 성 바이오 직스 노력 인정받게 되어 기쁘다며 앞 지속 가능한 미래 만들어가는데 도움 될 수 있도록 최선 다 할 말 했다
104,0,존림 대표 혁신 과감 도전 지속 가능한 미래 기여 서울 연합뉴스 김잔디 기자 성 바이오 직스 프로스트 앤드 설리번 인스티튜트 Frost Sullivan Institute 주는 2022년 혁신 성장 리더십 어워드 Enlightened Growth Leadership Award 수상했다고 10일 밝혔다 프로스트 앤드 설리번 인스티튜트 글로벌 시장조사 기관 프로스트 앤드 설리번 산하 비영리기관 혁신 성과 달성 하며 CSR 기업 사회 책임 ESG 환경 사회 지배구조 활동 힘쓴 기업 매년 선정 해 시상 다 성 바이오 직스 바이오 의약품 위탁 개발 생산 CDMO 분야 세계 최대 생산 능력 확보 코로나 19 유행 상황 아스 트 카 릴리 다국적 약사 개발 백신 항체 치료 신속하게 생산 해 전 세계 의약품 공급 해소 기여 했다는 평가 받았다고 회사 설명 했다 존림 성 바이오 직스 대표 글로벌 CDMO 파트너 로서 전 세계 당면 과제 해결 해 나가려는 성 바이오 직스 노력 인정받았다며 앞 혁신 과감 도전 통해 지속 가능한 미래 만들어가는 데 도움 되겠다고 말 했다 삼성 바이오 직스 3 공 장삼 바이오 직스 제공 재판매 DB 금지 jandiynacokr
105,0,시장조사 기관 프로스트 앤드 설리번 산하 비영리기관 선정 단기간 내 세계 최대 생산 능력 확보 사업 확대 혁신 성장 달성 신속한 코로나 19 백신 항체 치료 생산 인류 건강 증진 기여 존림 대표 혁신 과감 도전 지속 가능한 미래 기여 할 성 바이오 직스 3 공장 전경 진삼 바이오 직스 삼성 바이오 직스 글로벌 기관 혁신 성장 지 속 가능 경영 적극 실천 하는 모범 기업 인정받았다 10일 성 바이오 직스 프로스트 앤 설리번 인스티튜트 Frost Sullivan Institute 2022년 혁신 성장 리더십 어워드 Enlightened Growth Leadership Award 수상했다고 밝혔다 프로스트 앤 설리번 인스티튜트 글로벌 시장조사 기관 프로스트 앤 설리번 산하 비영리기관 매년 혁신 성과 달성 CSR 기업 사회 책임 ESG 환경 사회 지배구조 활동 큰 역할 하는 기업 선정 한다 삼성 바이오 직스 선제 투자 통해 바이오 의약품 초기 단계 상업 생산 이르는 엔드투엔드 endtoend 위탁 생산 개발 CDMO 사업 단기간 내 구축 했다 사업 진출 7년 3 개 공장 건설 해 세계 최대 생산 능력 확보 했으며 단일 공장 기준 최대 규모 4 공장 내년 완공 되면 글로벌 CDMO 생산량 약 30 차지 할 전망 mRNA 사업 포트폴리오 확대 해 전 세계 바이오 의약품 생산 공급 원 할하 하는데 앞장섰다 특히 코로나 19 COVID 19 팬데믹 상황 더 아스 트 카 일라이 릴리 글로벌 제약 사들이 개발 백신 항체 치료 생산 해 전세계 백신 공급 해소 기여 했다는 평가 최근 mRNA 원 의약품 DS 생산 설비 구축 미국 그린 라이트 바이오 사이언스 코로나 19 mRNA 백신 생산 해 저개발국 백신 보급 확대 힘 보탰 다프 로스트 앤 설리번 성 바이오 직스 글로벌 고객 협업 해 백신 치료 생산 함 인류 건강 증진 하는데 크게 기여 했다며 뿐 아니라 과학 접근 법 통해 전세계 질병 탄소 배출 량 산업 재해 제로 0 줄이기 위해 전념 하는 성 바이오 직스 공로 인정 한다고 말 했다 삼성 바이오 직스 지난달 발간 두번째 ESG 보고서 통해 글로벌 기후변화 대응 활동 적극 참여 협력 동반 성장 가능한 시스템 갖추는 ESG 경영 강화하기 위 계획 발표 했다 지난해 온실가스 원 단위 배출량 전 대비 323 줄이는데 성공했으며 오는 2026년 2021년 대비 직 간접 배출 온실가스 원 단위 배출량 543 밸류 체인 온실가스 원 단위 배출량 257 감축 한다는 목표 수립 했다 영국 왕실 주도 기후변화 대응 이니셔티브 SMISustinable Markets Initiative CDMO 업계 대표 참여 해 아스 트 카 로슈 GSK 글로벌 빅파마 공급망 탄소 배출 량 절감 방안 모색 글로벌 탄소 정보공개 프로젝트 CDP 금융감독원 기후 환경 리스크 관리 모형 개발 프로젝트 프론티어 15 D 여러 기후변화 대응 활동 적극 참여 존림 성 바이오 직스 대표 글로벌 CDMO 파트너 로서 전 세계 당면 과제 해결 해 나가려는 성 바이오 직스 노력 인정받게 돼 기쁘다며 앞 바이오 산업 분야 더욱 혁신 과감 도전 통해 지속 가능한 미래 만들어가는데 도움 될 수 있도록 최선 다 할 말 했다
