단어,개수
"1.88%,",2
0.77%,12
펄어비스와,3
리노공업은,1
2.4%,1
이외에도,6
카카오게임즈(-1.61%)도,1
마감했다.김석환,9
“파월,8
올랐다”며,2
“실적,2
동력은,5
부족했다”고,1
말했다.이날,17
23일부터,1
1300원선을,1
웃돌고,7
있다.이경민,2
투자전략팀장은,23
보인다”며,4
“단기,12
부담을,64
덜어,8
놓는,8
다소,77
반복된,2
추정된다”고,4
설명했다.간밤,1
발언과,17
엔비디아,36
인공지능(AI),77
관련주,37
마감했다.28일(미,3
동부,4
74.08포인트(0.22%),6
3만3852.66으로,5
1.55포인트(0.04%),6
떨어진,159
"4376.86으로,",5
36.08포인트(0.27%),6
1만3591.75로,5
반복환율,1
"상승,",13
부담,39
조성우,10
거래일(2564.19)보다,4
거래일(866.97)보다,4
거래일(1307.3원)보다,4
2023.06.29.,2
xconfind@newsis.com[서울=뉴시스],2
박은비,27
2550선까지,3
밀려났다.,6
덜어놓는,2
반복하는,5
양상도,3
나타났다.29일,1
전환했지만,5
쏟아지면서,7
보였다.유가증권시장에서,2
1809억원어치를,1
각,30
사들였다.김석환,3
가능성이라는,1
"""실적",4
설명했다.업종별로는,5
부진했다.,20
한국전력의,4
흑자,17
전기가스업(0.77%)이,1
그나마,6
"양호했고,",1
전기전자(0.22%)가,1
뒤를,18
이었다.,5
"비금속광물(-2.88%),",1
"건설업(-2.60%),",1
"음식료업(-2.38%),",1
"의료정밀(-2.22%),",1
"종이목재(-1.60%),",1
"금융업(-1.50%),",1
"화학(-1.44%),",2
"증권(-1.41%),유통업(-1.27%),",1
"운수창고(-1.19%),",1
서비스업(-0.86%),1
반도체주인,7
SK하이닉스(1.66%)는,2
나타낸,8
삼성전자(-0.41%)는,1
출회로,12
기록에도,2
전환했다.이외에도,1
"삼성SDI(1.22%),",3
LG에너지솔루션(0.55%)는,1
"네이버(NAVER)(-0.76%),",1
"포스코(POSCO)홀딩스(-0.51%),",1
LG화학(-0.30%)은,2
떨어졌다.코스닥,2
0.19%,4
시작했으나,2
외인,26
출회되면서,8
확대했다.시총,1
"Ent.(1.88%),",2
셀트리온헬스케어(0.77%),1
뿐이다.,1
(PG)[제작,3
최자윤],3
일러스트,2
1천808억원어치를,1
"1천293억원,",2
2연속,1
열어둔,5
현대차증권,18
기록했으나,3
여파,3
"제조업(-0.26%),",1
운수장비(-0.75%),1
전기가스업(0.77%),2
861.79이다.,1
JYP엔터테인먼트(1.88%),1
"에코프로비엠(-0.82%),",4
카카오게임즈(-1.61%),2
"8조7천70억원,",1
9조1천240억원으로,1
↓코스피지수가,2
마감했다.29일,2
2550.02로,3
1천809억원을,1
312억원을,1
순매수했다.대형주는,6
"신한지주,",5
포스코홀딩스,4
등오,1
"LG전자,",16
LG에너지솔루션,32
올랐다.업종별로,9
건설업,16
마감했다.외국인이,8
133억원,2
사들였다.시가총액,10
"리노공업,",9
"클래시스,",10
더블유씨피,2
상승했다.업종별로,10
"기타제조,",10
"디지털,",7
방송서비스,3
"반도체,",79
IT하드웨어,1
내렸다.서울,3
10.3원(0.79%),1
1천317.6원,1
"1,317.60원을",2
거센,9
밀려,22
"5억9198만주로,",1
8조6549억원으로,1
[이미지출처=연합뉴스]투자,1
1804억원어치를,1
팔아치우며,7
308억원어치를,1
프로그램매매에서는,1
차익거래에서,6
511억원의,1
"순매도가,",2
647억원의,1
발생했다.시가총액,1
LG에너지솔루션(0.55%)은,1
"NAVER(-0.76%),",1
"POSCO홀딩스(-0.51%),",1
끝냈다.투자,1
131억원어치를,1
셀트리온헬스케어(0.77%)를,1
"카카오게임즈(-1.61%),",1
"셀트리온제약(-0.65%),",2
엘앤에프(-0.42%)는,1
오스템임플란트,7
전날과,2
같았다.이날,1
10.40원,1
0.55%(14.17포인트),2
유지했지만,2
반락했다.이날,1
1293억,1
328억,2
사들였지만,7
1804억,1
팔아치웠다.코스피,5
보였다.삼성전자(-0.41%)는,1
매수에,81
최고가를,21
갈아치웠다가,1
매물로,24
7만3400원을,1
터치했다.이어,1
포스코홀딩스(-0.51%)가,1
"SK하이닉스(+1.66%),",1
"삼성바이오로직스(+0.81%),",1
삼성SDI(+1.22%)는,1
삼성전자우는,1
보합을,6
가리켰다.업종은,2
"전자제품,",1
"건축제품,",3
"가정용품,",6
"IT서비스,",1
전자장비와,2
기기가,1
1~2%가량,3
다각화된,2
"소비자서비스,",1
건강관리업체,4
"서비스,",11
"무선통신서비스,",2
식품과,7
기본식료품소매가,1
3~8%가량,1
0.60%(5.18포인트),1
861.79을,1
가리켰다.코스닥에서는,3
575억,1
131억,1
485억,1
"에이치엘비(-0.79%),",1
카카오게임즈(-1.61%)가,1
"에코프로(+2.00%),",1
"셀트리온헬스케어(+0.77%),",1
제이와이피엔터(+1.88%)가,1
상승했다.발로,4
美,28
매도세,7
하락세,8
"""장",3
확대...,1
"작용""",1
1800억원,1
"330억원,",2
1290억원,1
"130억원,",1
570억원,1
490억원,2
거론한,2
"올랐다""며",2
"""장중",3
약세폭도,2
확대됐는데,2
"2,550.02를",2
전광판.,11
사진=뉴스129일,2
코스피지수와,5
투자주체별,4
328억원어치,1
1804억원어치,1
팔아치웠다.유가증권시장,2
상위종목들을,10
"LG화학(-0.3%),",1
POSCO홀딩스(-0.51%),1
내렸고,19
올랐다.김석환,3
이어서,3
했다.개별,1
"피에스케이홀딩스(16.99%),",1
"인텍플러스(14.17%),",1
"신성이엔지(9.52%),",1
"기가비스(7.12%),",1
펨트론(6.49%),1
마이크론의,8
발표에서,1
메모리,25
산업이,7
"통과했고,",1
수요가,51
개선될,28
나오면서,38
테슬라,42
2차전지주가,23
"아바코(13.93%),",1
"대성하이텍(5.51%),",1
"엠플럿(4.21%),",1
티에스아이(2.49%),1
띠었다.한편,1
5.18포인트(0.6%),1
끝냈다.시총,1
마찬가지로,20
많았다.,12
"에코프로(2%),",1
Ent.(1.88%),1
"펄어비스(-2.4%),",1
추상철,13
"2550.02에,",1
1317.6원을,1
여의도,40
KB국민은행,25
스마트딜링룸에서,25
직원이,28
scchoo@newsis.com[사진,8
0.55%내린,2
마감장,2
2577까지,1
상승폭,6
반납애플,1
꿈의,2
3조달러,1
터치…삼전도,1
7만3400원,2
터치[이데일리,1
마감했다.마켓포인트에,1
2577.69까지,1
내림세가,1
1293억원을,1
사자세를,3
309억원을,1
2245억원을,1
프로그램별로는,6
512억원,1
"우위,",11
비차익거래에서,4
647억원,2
135억원,2
0.22%,7
3만3852.66에,3
0.04%,7
4376.86에,2
마감했다.반면,9
0.27%,15
1만3591.75를,2
빅테크주가,4
"애플(0.63%),",2
"마이크로소프트(0.38%),",2
알파벳(구글,2
"모회사·1.74%),",2
테슬라(2.41%),2
마감했다.애플은,1
기업,127
최초로,5
3조달러를,4
터치했다.,2
“연속,2
않는다”며,5
시사했지만,2
애플,20
타면서다.,2
2년,19
시총이,3
4조달러까지,2
전망도,41
웨드부시증권의,2
댄,2
아이브스,2
분석가는,2
목표,28
현재보다,2
220달러로,2
상향했다.업종별로는,1
0.40%,9
"1.33%,",3
1.11%씩,1
의료정밀도,1
빠졌다.,7
운수창고와,3
종이목재도,1
하락세였다.,2
와중에,6
의약품과,2
전기가스업은,2
종목들,21
300원(0.41%),3
7만2400원에,6
7만3400원까지,3
LG에너지솔루션(373220)과,10
"0.81%,",1
LG전자(066570)도,3
12만6000원에,1
0.73%,4
"20만4500원에,",1
2.16%,1
22만6000원에,1
내달,15
우선주,7
상장폐지,5
절차에,8
들어가는,7
현대비앤지스틸(004560)이,1
상한가로,7
2반기,2
상장주식수,2
"20만주,",2
월평균,3
거래량,3
1만주,2
미만,78
발행주권은,2
상장을,77
유지할,28
없다.,12
현대비앤지스틸,3
상장주식수는,2
"10만9852주로,",2
별도,10
검토,3
끝에,5
들어간,10
전해진다.거래량은,1
"5억9198만주,",1
8조6549억원을,1
2개,6
163개,1
올랐으며,4
740개,1
32개,1
보합에,15
0.01%내린,3
"328억원,",1
241억원을,1
"1804억원,",1
2244억원을,1
"대형주(-0.40%),",1
"중형주(-1.33%),",1
소형주(-1.11%),1
의료정밀(-2.22%),1
"LG에너지솔루션(0.5%),",1
SK하이닉스(1.6%),1
삼성전자(-0.4%),2
"2550.02(▼14.17p,",1
"0.55%),",1
1317.6(▲10.3원),1
마쳤다.코스닥,6
증시(CG)[연합뉴스TV,2
제공],4
"2,550대에",1
861.79다.,1
14.17P,1
마감(0.55%↓),1
공준호,68
2564.19,5
2550.02포인트에,1
2550.02(마감),1
팔자로,1
돌아서자,1
순매수세로,9
행보다.,1
16분,9
0.19%내린,1
2559.42를,1
"투신,",3
"484억원,",1
"59억원,",1
474억원을,2
1155억원을,1
대형주(0.02%),1
"중형주(-1.10%),",1
소형주(-1.14%),1
전기가스업(1.04%),1
의료정밀(-2.34%),1
"삼성전자(0.1%),",1
LG에너지솔루션(1.1%),1
현대차(-0.4%),1
[정오뉴스]제롬,1
추가금리,2
오후장,4
있습니다.개인과,5
어제,16
연일,27
있습니다.이,34
4.56포인트,1
"2559.63포인트로,",1
4.83포인트,1
862.14포인트로,1
있습니다.투자주체별,1
코스피시장에서는,15
나서고,31
있습니다.지난밤,12
인공지능,8
마감했습니다.시가총액,4
제주항공이,1
사흘째,6
있습니다.반면,11
보툴리늄,1
균주,1
기술을,7
경쟁사,5
메디톡스에서,1
빼돌렸다는,1
의혹을,2
받는,30
제형제약이,1
검찰의,1
재수사,1
있습니다.업종별로는,4
정밀,2
하락률을,8
조정받고,12
[앵커]장,2
상승하던,3
주춤하는,9
방향성을,11
잡지,3
못하고,35
있습니다.밤사이,1
의장,24
여파에,10
보였습니다.류정현,1
전해주시죠.[기자]오늘(29일),1
시작했습니다.개장,1
성공하면서,3
한동안,9
이어간,4
11시가,1
지나면서,4
주춤한,11
모습인데요.오전,1
2560선에서,5
중입니다.개인과,1
합쳐,30
800억원,1
변동성을,47
키웠습니다.시가총액,1
종목별로,15
있는데요.특히,1
웃돌면서,3
불어온,3
훈풍을,3
그대로,11
받았습니다.장,1
한때,50
주당,8
가격이,25
7만3천400원까지,2
사이,26
가격을,14
기록했습니다.코스닥,1
중이고요.원·달러,1
1310원을,6
넘어섰습니다.[앵커]간밤,1
어땠습니까?[기자]뉴욕,1
흔들렸습니다.다우,1
마감했는데요.,2
현지시간,9
연례,4
포럼에,12
참석해,8
"""아직",4
긴축이,20
"않다""며",4
앞으로,20
금리인상도,1
가능하다고,5
언급했습니다.여기에,1
중국으로의,1
거란,10
보도도,1
더했는데요.다만,1
요소들이,2
당장,17
나와,9
보였습니다.SBS,1
2570선,4
위에서,5
오르내리고,18
전환해,49
전날(28일),2
51분,3
9.38포인트(0.37%),1
2573.57을,1
개장했다.유가증권시장에서,11
"363억원,",6
931억원을,1
1300억원을,1
팔아치우고,71
"0.69%,",6
2.54%,1
1.38%,3
삼성SDI와,5
LG화학도,2
"2.89%,",1
1.21%,16
네이버(NAVER)는,6
"0.38%,",15
카카오는,20
1.43%,2
있다.코스닥지수는,10
1.58포인트(0.18%),1
865.39를,1
"643억원,",1
163억원을,1
순매수하는,16
693억원을,1
"중이고,",13
엘앤에프도,12
"Ent.(3.18%),",1
셀트리온헬스케어(0.46%)도,1
1.85%,3
리노공업(-1.8%)과,1
카카오게임즈(-0.59%)도,1
[이미지출처=연합뉴스]29일,1
10시16분,1
11.29포인트(0.44%),1
2575.47에,1
"476억원,",1
524억원,1
989억원을,1
있다.선물시장에서는,1
"3743억원,",1
3018억원,1
6609억원을,1
프로그램,24
매매는,10
"27억원,",2
603억원,1
발생하고,2
1.97%,3
"0.93%,",2
"0.86%,",4
철강및금속,8
"0.71%,",4
화학,26
"0.4%,",5
0.21%,8
의료정밀업종은,1
1.81%,1
"-1.49%,",1
"-1.24%,",2
-0.84%,1
"2.19%,",1
"1.31%,",3
"1.62%,",1
"1.96%,",1
"3.04%,",3
1.16%,12
오름세다.,20
현대차는,20
약세고,3
기아도,13
0.23%,9
있다.코스닥시장도,1
1.76포인트(0.2%),1
868.78에,1
"172억원,",1
459억원을,3
532억원을,1
1.03%,3
에코프로,37
"4.57%,",1
"0.77%,",3
"2.94%,",2
케어젠,7
1.02%,15
HLB는,5
1.26%,4
"-1.66%,",5
-0.26%,4
약세다.한편,13
1.1원,1
1306.2원에,1
3일만에,6
경신코스피가,1
반등했다.,18
개선된,16
이에,87
경신했다.,46
상승폭은,11
제한되는,9
전까지,17
정책,41
불확실성에,9
변동성,105
확대가,15
수시로,15
"나온다.코스피,",4
반등29일,1
10시15분,5
11.24포인트(0.44%),1
2575.43을,1
1.14포인트(0.13%),1
868.11을,1
[이미지출처=연합뉴스]전일,3
마감했으나,4
8일(현지시간),9
"0.22%,",2
S&amp;P500지수는,47
상승했다.한지영,4
총재들의,1
"발언,",7
금지,4
고려,5
소식,14
소화하며,9
"보였다""고",17
설명했다.파월,3
ECB,9
적어도,5
정도는,17
인상할,28
"것""이라는",1
기존의,13
입장,1
고수하며,1
높였다.,16
분기,33
강한,33
"경제성장률,",1
"고용시장,",1
언급하며,7
“통화정책이,1
제한적이지만,1
충분히,10
제한적이지,1
"""연이은",1
(FOMC)회의에서,1
(금리를),2
움직이는,4
방안을,11
대상에서,1
크리스틴,4
라가르드,4
총재,6
중단,15
고려하고,4
있지,13
않다고,5
강조했다.,51
앤드루,2
베일리,3
영란은행(BOE),1
총재도,6
인플레이션,49
인상이,49
불가피함을,1
시사했다.서상영,1
"""파월을",1
여타,9
총재들은,1
성공의,1
증거가,1
때까지,6
인플레이션과,6
싸울,1
말하는,3
정책에서,1
물러서지,1
것임을,3
"언급했다""면서",1
"""그렇지만",1
파월이,2
침체,67
낮다고,4
언급하는,5
대해서는,20
자신감을,2
표명해,1
증시에는,7
"줬다""고",3
분석했다.당분간,1
Fed의,19
변동성이,85
전망된다.,14
"""ECB나",1
BOE,1
Fed보다,1
긴,9
시계열을,4
두고,51
매파적(통화긴축,1
선호),12
정책을,9
이어나갈,1
시사했다는,1
Fed에게,2
섣불리,1
중단하지,1
못하게,1
만들어낼,1
"존재한다""면서",2
계속해서,12
불확실성과,5
부딪히면서,2
변동성에,9
노출될,5
"""중앙은행",1
인사들의,18
발언이나,2
뉴스플로우에,2
민감하게,9
반응하기보다는,2
경제지표를,4
보면서,8
대응해,7
나가는,10
전략이,12
현시점에서는,2
최적의,3
"대안""이라고",2
덧붙였다.마이크론,1
신고가미국,1
예상을,20
넘어서는,12
발표하면서,6
경신했다.삼성전자는,1
7만3000원에,1
썼다.한,1
"""마이크론이",3
AI,74
인한,70
가이던스,9
시간외거래에서,2
반도체주들의,2
호전시킬,5
말했다.28일(현지시간),1
마이크론은,5
회계연도,2
3분기(3~5월),1
매출은,13
50.7%,1
37억5000만,1
달러를,6
순손실은,1
18억9600만,1
"달러,",4
주당순손실은,1
1.43달러로,1
적자전환했다.,2
매출과,7
주당순손실,2
전문가,8
예상치(매출,1
36억9000만,1
1.59달러)를,1
4분기(6~8월),1
39억,2
2570대에서,3
31분,6
9.77포인트(0.38%),2
2573.96을,1
출발했다가,15
"45억원,",2
12억원어치를,2
29억원어치를,2
중이다.외국인의,1
매수로,16
있다.한지영,6
"""마이크론테크놀러지가",2
반도체주에,7
예측했다.코스피,1
"삼성전자(005930)(0.41%),",1
SK하이닉스(000660)(0.96%),1
LG에너지솔루션(373220)(1.28%),1
"현대차(005380)(-0.24%),",1
"기아(000270)(-0.23%),",1
카카오(035720)(-0.51%),1
"운수장비(0.29%),",2
"제조업(0.52%),",2
전기가스업(1.22%),3
"건설업(-0.30%),",2
기계(-0.16%),2
1.05포인트(0.12%),2
868.02이다.지수는,1
"357억원,",5
226억원어치를,2
506억원어치를,5
중이다.시총,35
"에코프로비엠(247540)(0.41%),",1
"에코프로(086520)(2.43%),",1
엘앤에프(066970)(1.26%),1
"HLB(028300)(-0.94%),",1
"셀트리온헬스케어(091990)(-0.77%),",1
펄어비스(263750)(-0.74%),1
떨어지고,19
코스닥[연합뉴스TV,11
캡처],10
"나왔지만,",1
매수가,19
"2,570대에서",6
"2,573.96을",1
제한되고,7
내비치며,1
"삼성전자(0.41%),",1
"LG에너지솔루션(1.28%),",1
SK하이닉스(0.96%),1
"현대차(-0.24%),",1
"기아(-0.23%),",1
카카오(-0.51%),1
868.02이다.,1
"에코프로비엠(0.41%),",2
"에코프로(2.43%),",1
엘앤에프(1.26%),1
"HLB(-0.94%),",1
"셀트리온헬스케어(-0.77%),",1
펄어비스(-0.74%),2
순매도세에도,2
2570선에서,16
34분,2
0.48%오른,1
2576.56를,1
"334억원,",2
375억원을,1
"264억원,",5
"101억원,",1
342억원을,1
대형주(0.65%),1
"중형주(-0.15%),",1
소형주(-0.10%),1
전기가스업(1.41%),1
의료정밀(-1.48%),1
"삼성전자(0.5%),",1
LG에너지솔루션(2.1%),1
현대차(-0.2%),1
'첫,1
따따블',1
모은,3
"시큐센,",1
미국증시가,4
9시16분,5
9.41p(0.37%),1
2573.60를,1
있다.외국인은,6
228억원,1
"15억원,",1
168억원,3
순매도했다.서상영,7
미디어콘텐츠,13
본부장은,14
축소하거나,2
줄,76
발표와,33
시간외,3
상승중인,1
"긍정적""이라고",12
말했다.그는,4
"""간밤",5
연준의장을,1
총재들이,3
비록,3
정책에,9
매파적으로,6
"발언했으나,",2
언급을,7
자신감이,13
높아진,67
전반적인,26
우호적으로,12
바라봤다.제롬,1
포르투갈,1
신트라에서,1
패널로,3
7월은,2
9월에도,1
2차례,6
시사했다.,5
물가상승,1
낮추기,16
유연해질,1
필요가,92
말하면서도,1
이로,5
침체가,7
"""가능성이",1
경우는,12
"아니다""라고",3
말했다.코스피,9
"2.74%,",3
"1.83%,",3
"1.51%,",1
POSCO홀딩스(005490),25
"0.61%,",6
"0.41%,",6
0.12%,9
은,9
하락했다.코스닥은,15
3.4p(0.39%),1
870.37를,1
있다.기관은,8
"99억원,",1
376억원,1
412억원,2
JYP(035900),5
"4.24%,",1
"2.57%,",1
"1.05%,",1
"-0.47%,",3
"-0.44%,",3
-0.39%,1
코스닥에,6
시큐센(232830),1
공모가(시초가),1
6190원(206.33%),1
9190원에,1
확대의,4
대상인,4
4배까지,3
'따따블',3
최초,3
있을지,10
모았다.서울외환시장에서,1
2.6원,1
1309.9원에,1
美증시,1
혼조세,3
마감에도…국내,1
강보합외국인,1
출발했다.29일,1
10.19포인트(0.40%),1
2574.38에,1
239억원을,1
"525억원,",1
있다.시총,37
오름세며,22
내림세다.업종별로는,17
철강금속,6
강세며,27
보험업,4
약세다.지난,10
"4376.86,",1
나스닥은,28
1만3591.75에,1
"""미",28
마가했으나,1
전망했다.이어,4
의장을,7
"우호적""이라고",5
평가했다.이날,2
3.29포인트(0.38%),1
870.26에,1
중이다.개인이,4
"346억원,",3
277억원을,1
385억원을,2
동진쎄미캠,2
"알테오젠,",15
약세다.업종별로는,9
"오락,",7
"출판매체,",10
2.80원(0.21%),1
1천310.10원에,1
연준의장이,5
발언했으나,1
대해서,15
하며,9
성공하자,1
7.99포인트(0.31%),1
2572.18을,1
"47억원,",1
146억원을,2
순매도했지만,4
238억원,3
업종별,25
머무르는,2
"전기·전자,",14
금융업은,1
머문다.,1
2차전지주를,2
2.75포인트(0.32%),1
869.72를,1
101억원,3
384억원,2
순매도했다.업종별로는,13
"비금속,",14
"H/W,",3
통신서비스,3
의료정밀기기는,1
더블유씨피와,1
엘앤에프는,12
전일인,2
7.98포인트(0.31),1
2572.17에,1
출발했다.투자주체별,1
"29억원,",1
128억원어치,1
201억원어치,1
10종목들은,5
종목보다,6
"삼성전자(0.69%),",1
"LG에너지솔루션(1.65%),",1
"SK하이닉스(0.7%),",1
삼성바이오로직스(0.27%),2
현대차(-0.24%)와,1
기아(-0.23%)만이,1
중이다.증권가는,3
마감했지만,2
줄이거나,1
우리,68
내다봤다.서상영,2
"발언했지만,",1
투자심리에,43
"""최근",54
날마다,1
대규모,33
제외하면,23
수준이,8
높다는,19
"주목된다""며",1
"""이는",17
시장을,39
매도하고,8
점인,1
수급적인,3
부담은,6
"때문""이라고",22
덧붙여,3
"""외국인",14
"수급,",2
동향에,3
주목하며,14
밝혔다.코스닥지수는,1
2.74포인트(0.32%),1
869.71에,1
"에코프로(1.86%),",1
"엘앤에프(1.05%),",1
Ent.(2.37%),1
"셀트리온헬스케어(-1.08%),",1
"HLB(-1.1%),",2
개장했다.한편,3
더해지며,3
보였다.28일(현지시간),1
끝냈다.,14
2573.42,1
"기록삼성전자,",1
터치하며,3
신고가'내달,1
상장폐지',1
17%↑[이데일리,1
사자에,6
9.23포인트(0.36%),1
2573.42를,1
64억원을,2
순매수세다.,1
196억원,1
245억원을,1
262억원,1
애플은,5
상향했다.,12
0.20%,2
소형주는,13
"0.19%,",4
0.01%씩,1
이외에,13
500원(0.69%),1
7만3200원에,1
1.46%,1
55만5000원에,1
"0.96%,",1
강세였던,1
"0.24%,",6
0.23%씩,2
0.65%,5
현대비앤지스틸(004560),1
17.50%,1
전해진다.,1
뉴욕증시가,34
"마감했지만,",1
코스닥지수도,50
6분,13
5.76포인트(0.22%),2
2569.95를,1
143억원을,2
"14억원,",2
88억원을,3
3.11포인트(0.36%),2
870.08을,2
"326억원,",2
314억원을,2
중이다.간밤,4
있습니다.오늘(29일),1
"2,569.95를",1
있습니다.외국인이,8
188억원어치,1
"1,309원을",3
3원,7
20전,6
"1,310원",1
50전에,6
거래일(2564.19),1
0.01%(0.17포인트),1
2564.02,3
4.04포인트(p)(0.16%),1
2568.23를,1
1.87p(0.22%),1
868.84를,1
2.33포인트(0.09%),1
"2,566.52이다.",1
1.29포인트(0.15%),1
868.26이다.,1
"2564.02(▼0.17p,",1
"0.01%),",1
1310.5(▲3.2원),1
개장했다.코스닥,6
868.65에,1
2564.02포인트에,1
0.17P,1
출발(0.01%↓),1
나스닥의,5
나설,35
전망된다.전날,1
[이미지출처=연합뉴스]시장에서는,1
바이든,30
행정부의,2
대중,8
제재,1
가능성,36
인상하는,1
대다수의,2
의견이라는,1
언급했다.파월,1
▲향후,1
변화,9
열려있고,1
▲대다수의,1
혹은,18
원하고,1
▲강한,1
고용시장과,1
인플레이션으로,1
긴축적이지,1
입장을,14
피력했다.다만,1
1회,5
일정,4
페드워치(FedWatch)상으로도,1
25bp,8
인상(확률,1
79%),1
동결(확률,1
69%)로,1
컨센서스가,5
형성된,9
것처럼,10
주식시장과,4
채권시장에서도,2
사이클의,8
종료가,2
데에,5
베팅하고,4
중이다.모건스탠리캐피탈인터내셔널(MSCI),1
신흥국,25
하락했다.한지영,1
“7월,2
것”이라며,53
“하지만,8
그간,26
학습해온,1
ISM,5
"PMI,",3
비농업부문,7
"고용,",4
CPI,29
지표를,10
대안이라고,1
판단한다”고,14
전했다.그는,1
“이날,3
수위를,1
벗어나지,7
않았던,3
소화하면서,8
“업종,3
관점에서는,5
마이크론테크놀러지(+0.4%)가,1
전망”이라고,13
예측했다.또,1
“연준이,10
시중,5
23개,1
대형은행들을,1
극심한,4
침체를,6
가정한,1
실행한,2
은행들이,6
최소,8
자본,5
요건을,21
충족했다고,1
밝혔다는,1
점에도,1
주목할,38
“이는,4
들어서,11
침체에,19
민감도가,5
아시아,47
걸쳐,9
우호적인,30
조성시켜줄,2
덧붙였다.한편,2
"1307.42원으로,",1
노하우,9
100분,8
머니쇼,8
'어제장,8
오늘장',8
-,11
장연재,8
어제(28일),1
떨어졌습니다.상반기,1
꾸준한,8
속도,15
조절,8
장세로,5
넘어가는,4
모습입니다.오늘(29일)의,1
"키워드,",6
'과속방지턱,1
만난,3
코스피'입니다.특별한,1
악재가,21
없지만,3
2500선에,3
"갇히자,",1
앞에,2
'과속방지턱'이,1
나타났다는,3
나옵니다.신한투자증권은,1
7월부터는,1
경계감과,7
약화로,2
과속방지턱에,2
걸릴,2
보고서를,33
했는데요.,1
과속방지턱을,2
잘,24
넘길,3
"있을지,",1
전일장,1
복기하면서,3
체크하고,3
가시죠.,1
밀렸습니다.파월,1
관망세를,17
쏟아낸,2
영향이었습니다.0.67%,1
떨어져,23
2564.19포인트.코스닥도,1
0.82%,8
860선에,1
코스피에서,27
출회가,16
확대되고,14
있습니다.이날,4
3989억,1
팔자세를,5
부추겼고요.개인과,1
2016억,1
565억,1
순매수했습니다.코스닥,2
1537억,1
팔아치웠습니다.반면,1
1382억,2
356억,2
올랐습니다.서울외환시장에서,1
7원,11
1307원,2
30전에,4
초반엔,2
소비자신회,1
"하락했었지만,",1
거세지며,5
1300원대에,1
마감상황입니다.코스피,1
종목에서,8
투톱이,1
강했습니다.삼성전자,1
0.14%,17
7만,25
"2700원,",1
갈아치웠습니다.SK하이닉스도,1
1.15%,9
11만,10
4300원에,1
마쳤습니다.반면,2
2.5%,5
"하락,",11
떨어졌고,3
LG화학이,22
5.83%,2
빠졌습니다.코스닥,1
"약세였고,",3
컸습니다.에코프로비엠,1
"4.52%,",1
"5.15%,",1
엘엔에프,5
5.35%,1
약세였습니다.,2
HLB만이,1
0.79%,5
3만,13
1750원에,1
마쳤습니다.이날,2
약세장에서도,2
"항공사,",6
"강했습니다.건축제품,",1
건설,25
모듈러주택,1
산업을,7
확대한다고,1
몰렸습니다.항공사는,1
유가,17
하락과,14
여름,11
성수기,4
여행수요가,2
확대된,23
필라델피아,63
급등과,3
나타냈습니다.7월이,1
되면,26
넘어갈,9
보입니다.이번,1
주에,3
업종들,1
"있는데,",5
오늘은,11
장에서,4
강했던,3
업황부터,1
보겠습니다.,3
지지부진하던,1
건설주가,1
현대건설의,2
사우디,8
타고,16
있습니다.신한투자증권은,1
연말로,8
수주가,7
증가하고,13
성과가,4
회복할,11
기대된다고,1
밝혔습니다.,6
우선,16
중동,2
플랜트,5
발주,3
기대감은,13
유효합니다.연초,1
걸프협력회의(GCC),1
국가들,3
화공플랜트,1
금액이,7
309억,1
달러로,10
294%,1
증가했고,2
4분기에는,5
뛸,2
전망입니다.글로벌,1
"EPC,",1
"설계,",1
"조달,",1
시공사들의,1
경우도,5
업체별로,1
매출액,11
30~90%,1
수준의,17
신규수주를,1
확보하면서,1
기대감을,25
키우고,31
있는데요.,13
신한투자증권은,9
국내사,1
EPC,1
입찰,1
나오는,25
3Q말부터,1
업체들도,2
차별화,18
장세를,25
화장품,9
업종까지,1
체크하겠습니다.,2
투톱은,1
내리막길을,2
걷고,2
있습니다.중국,1
매출이,14
예상,52
밖으로,2
부진을,9
못하자,2
뚝,1
떨어졌기,1
때문인데요.올,1
LG생활건강,2
"33.96%,",1
아모레퍼시픽,2
"26.30%,아모레G가",1
23.53%나,1
급락했습니다.특히,1
어제는,3
9년,1
기록했습니다.아모레퍼시픽도,1
이후에,6
처음으로,36
1종가가,1
10만,8
밑으로,21
떨어졌죠.,1
이렇게,37
대형브랜드들은,1
뚝뚝,1
떨어지는데,1
자체,6
브랜드,5
없는,27
OEM·ODM,1
주는,17
뛰고,3
브랜드사,1
경쟁이,3
심화되면서,1
위탁생산을,1
맡은,1
이들,29
업체들의,13
건데요.,7
한국콜마와,1
"코스맥스,",1
씨앤씨인터내셔널까지,1
영업이익이,15
적게는,1
1.5배에서,1
많게는,1
2배가량,1
증가할,17
기대되고,5
있습니다.키움증권은,2
자외선,1
차단,1
제품,12
강자인,1
한국콜마를,2
"최선호주,",2
생산능력,2
코스맥스를,2
차선호주로,2
제시했고요.교보증권은,1
씨앤씨인터내셔널을,1
탑픽으로,2
꼽았습니다.여기까지,2
점검하고,7
건설과,2
확인했습니다.그럼,1
목요일,4
개장도,6
머니쇼와,8
대응하세요.당신의,3
거래일(28일),1
"HB솔루션,",1
3.0주,1
무상증자,5
결정,15
"조선비즈,",1
17개,2
리서치센터,5
설문조사코스피,1
"지수,",7
최저,11
2140·최고,1
2920,2
전망바닥,1
다진,2
"기업,",2
일만,1
남았다,1
최고,50
