단어,개수
노블엠앤비(106520)는,1
투비소프트의,1
1042만5008주를,1
처분결정했다고,1
21일,4
처분금액은,1
100억원,2
규모로,1
자기자본,1
12.06%,1
처분,2
예정일은,2
5월,3
31일이다.,2
목적에,1
“자산매각을,1
자금,2
유동성,1
확보,1
재무구조,1
개선”이라고,1
변경을,1
수반하는,1
노블엔앰비가,1
1042만,1
5008주를,1
1주당,2
959원의,1
가격으로,1
리얼인베스트먼트에,1
양도하게,1
된다.,2
최대주주는,1
"변경되며,",1
예정,1
소유비율은,1
14.91%다.,1
김인경,1
투비소프트(079970)의,1
투자,8
목적을,1
경영참가에서,1
단순투자로,1
변경한다고,1
20일,3
보유,5
지분은,1
14.90%(1042만5008주)다.,1
신항섭,1
시가하락에,2
제14회차,1
전환사채(CB)의,1
전환가액을,1
918원에서,1
857원으로,1
하향,2
조정한다고,1
13일,8
공시했다.전환가능,1
주식수는,2
544만6633주에서,1
583만4317주로,1
조정된다.,1
제13회차,1
전환사채의,1
전환가액이,1
829원에서,1
817원으로,1
조정된다고,1
공시했다.이에,1
전환가능,1
1049만4571주에서,1
1064만8714주로,1
증가했다.,2
신한투자증권은,2
6일,2
플리토에,7
인공지능(AI)의,2
고도화로,1
수요가,6
증가할,2
예상된다며,1
판매,11
모멘텀이,4
가시화되고,2
분석했다.플리토는,1
번역앱,2
"서비스,",3
전문기업이다.,2
플리토는,16
2021년,4
173개국,2
1000만명,1
사용하는,3
번역,47
플랫폼이다.,1
25개,7
언어를,11
지원하며,2
일일,3
50만개의,2
데이터가,6
생성된다.,1
수익,4
모델은,3
판매다.,1
지난해,32
비중은,2
"65.9%,",2
"25.6%,",2
8.5%다.이병화,1
신한투자증권,2
연구원은,9
보고서에서,1
확대에,2
따른,5
수혜가,3
기대된다”며,1
핵심인,1
개인화를,1
사용자나,1
상황에,2
다르게,2
표현할,1
학습시킬,2
데이터에,4
것”으로,2
전망했다.플리토는,1
메타,2
"데이터(연령,",1
"성별,",1
직업,1
등)와,2
상황,3
연결된,3
"보유,",1
빠르고,2
저렴한,2
구축으로,2
경쟁력이,2
높다는,1
설명이다.또,1
이병화,2
“다수의,1
기업들을,2
고객사로,3
점도,3
긍정적”이라며,1
증가→번역,1
엔진의,1
개인화,2
중요도,1
상승→플리토,1
수요,4
증가로,1
이어지는,1
"구조로,",1
분석했다.아울러,1
그는,4
플리토가,13
흑자전환에,1
성공하고,1
본격적인,4
외형,3
성장을,2
판단했다.,1
“올해,2
플리토의,17
매출액과,1
영업이익은,3
각각,4
"220억원,",2
2억원으로,1
전년,8
61.7%,2
"증가,",1
흑자전환할,1
내다봤다.이어,1
“지난해,1
12월,4
18억원,2
코퍼스(말뭉치),1
판매계약을,2
체결했고,1
지난달,6
26.6억원,1
수주,2
공시는,1
해당,12
계약에,1
수주인,1
추정된다”며,1
“프로젝트,1
성공,1
"시,",1
타,1
대형,3
기업향,1
수주를,1
레퍼런스가,1
가능성이,5
분석했다.,4
흑자전환을,2
시작으로,3
기대된다고,1
투자의견과,1
목표주가는,1
따로,1
제시하지,1
않았다.플리토는,1
2012년,4
설립돼,1
사업모델,2
특례로,1
코스닥에,2
상장했다.,2
"""'플리토'는",1
1000만,5
플랫폼으로,1
"생성된다""면서",1
"""주요",2
판매로,1
"8.5%""라고",1
설명했다.AI(인공지능),1
기대된다는,1
나온다.,1
경쟁을,1
촉발했고,1
전반에,1
LLM(거대,1
모델),1
늘고,2
있기,2
때문이다.,2
"""플리토는",2
데이터와,3
있으며,3
"빠르고,",1
"높다""면서",1
"""다수의",1
긍적적이며,1
가시화될,1
말했다.그러면서,1
"기대된다""며",1
"""예상",1
매출액은,3
증가한,5
흑자전환한,1
2억원을,1
"전망한다""고",1
세계,19
확보…,1
열풍,2
타고,1
진출,2
확대[플리토,1
제공]인공지능(AI),1
챗봇,5
‘챗GPT’가,1
세계적,1
돌풍을,3
일으킨,1
데는,1
‘낮은,1
언어장벽’이,1
한몫했다.,1
한국어로,1
질문해도,1
의미를,1
이해하고,1
답변한다는,1
점,1
때문에,6
사이에서도,1
주목을,2
받았다.,1
이를,7
가속화하는,1
건,1
'번역,1
AI'다.,1
챗GPT의,6
각국어로,1
쓰인,1
영어로,1
번역해,1
인식할,3
수도,3
영어권이,1
아닌,2
국가에서도,1
불편함,1
없이,1
등장으로,1
떠오르는,1
이유다.국내,1
대표적인,1
기업은,1
‘플리토’다.,1
플리토,30
14일,4
장중,2
1만8300원으로,2
최저점을,1
"찍었으나,",1
챗GPT,10
열풍이,1
불면서,1
7일,3
최저점,1
110%,1
넘게,1
오른,5
3만9700원을,1
기록했다.,5
인재,1
"채용,",1
현지,4
법인,1
확장에,1
힘을,1
쏟고,1
모델,2
경쟁이,1
과열되고,1
그에,1
고객사가,1
늘면서,3
도약하기,1
발걸음을,1
재촉하고,1
것이다.2012년,1
창업,2
초기부터,1
승승장구플리토는,1
설립됐다.,1
‘언어장벽,1
세상’을,1
"사업,",2
수집,4
173개국에서,1
명,2
넘는,3
사용자를,3
모태는,1
이정수,5
대표이사가,1
2007년,2
창업한,2
크라우드소싱,1
‘플라잉케인(Flyingcane)’이다.,1
쿠웨이트에서,1
태어나,1
"사우디아라비아,",1
"영국,",1
등에서,2
유년,1
시절을,1
보냈다.,1
나라를,1
오가며,1
자연스레,1
언어에,4
가졌고,1
고려대,1
경영학과에,1
재학,1
중이던,1
플라잉케인으로,1
시작했다.,1
대학,1
졸업,1
후엔,1
SK텔레콤에,1
입사해,1
인수합병(M&A),1
벤처,1
"담당했는데,",1
이때,3
기회를,6
발견해,1
플리토를,2
창업했다.플리토는,1
시작부터,1
승승장구했다.,1
설립,1
당시,3
아시아,1
영국,1
액셀러레이터(육성,1
회사)인,1
‘테크스타즈,1
런던’의,1
인큐베이팅(초기,1
인프라,1
컨설팅),1
대상에,1
선정됐다.,1
국내에서도,2
시리즈,1
"A,",1
B,1
유치에,1
연달아,1
성공하며,1
2015년,1
"중국,",1
2018년,1
지사를,1
세웠다.,1
국내외,8
다수,1
기업의,2
러브콜을,1
받고,4
"마이크로소프트(MS),",1
"바이두,",1
텐센트,1
빅테크,2
기업들과는,1
수년,1
전부터,2
맺어왔다.,1
2019년엔,1
사업모델의,1
성장가능성을,1
인정받아,4
‘사업모델,1
특례상장,1
1호’로,1
‘파이낸셜타임스(FT)’가,1
선정하는,1
‘아시아·태평양,1
고성장,1
기업’에도,1
2020~2021년,1
2년,4
연속,2
이름을,1
올렸다.고품질,1
데이터로,2
수준,1
번역B2B(기업,1
거래),4
‘플리토,6
API,3
솔루션’의,1
작동,1
메커니즘.,1
[플리토,2
기업소개서,1
캡처]플리토가,1
주력하는,1
제품은,4
B2B(기업,1
AI인,1
솔루션’이다.,1
시스템에,2
적용해,2
번역이,7
단어나,1
문장이,1
입력되면,1
실시간으로,1
이뤄지는,2
체계다.,1
제대로,1
처리하지,1
못한,2
내용은,2
‘집단지성,5
번역’으로,1
보완한다.,1
전문가,1
풀인,1
‘링귀스트(linguist)’를,1
번역하지,1
부분까지,1
해결하는,1
것이다.,6
고객사의,3
AI에,4
학습시켜,3
기업에,5
번역을,10
“The,1
client,1
is,1
satisfied”라는,1
문장을,5
호텔에선,1
“고객이,1
"만족합니다”,",2
로펌에선,1
“의뢰인이,1
병원에선,1
“환자가,1
만족합니다”로,1
번역하는,1
식이다.플리토의,1
일반,3
차별화되는,1
지점은,1
데이터다.,2
데이터엔,1
감정과,1
주관적,1
견해,1
섞여,1
그것을,1
정제해,1
학습시키는,2
과정이,1
매우,3
복잡하다.,1
‘아케이드’라는,1
이런,2
뛰어넘고,1
아케이드는,1
"번역,",3
"교정,",1
받아쓰기,1
언어와,1
관련된,1
문제를,4
푼,1
안에서,1
쓸,3
포인트를,2
지급하는,1
일종의,1
‘놀이,1
플랫폼’이다.,1
사람들의,3
50만,2
건씩,1
수집해,1
저작권,4
문제없이,2
학습시킨다.,1
더해,1
주제별로,1
분류·저장해,1
최종적으로,1
학습하기,1
용이한,2
만드는,1
‘코퍼스(말뭉치),1
운영,4
시스템’까지,1
것이다.B2C(기업과,1
소비자,2
번역·교정,1
이용,3
화면.,1
제공]플리토는,1
B2C(기업과,1
교정,2
서비스도,1
네이버,1
‘파파고’와,1
유사한,1
번역기는,2
누구나,1
무료로,1
텍스트뿐,1
"이미지,",2
파일을,1
첨부해도,1
보다,4
전문성이,1
요구되는,1
번역은,1
유료로,1
운영한다.,1
문자메시지나,1
이메일을,1
보낼,1
때,6
사용하면,1
좋은,3
번역’의,1
300자당,2
"1달러로,",1
3분,1
이내에,1
번역본을,1
받아볼,1
완성도가,1
중요한,6
"계약서,",1
논문,1
1000자당,2
20달러에,1
‘전문,2
번역’을,2
맡길,1
번역과,3
비슷하게,1
교정기는,1
"무료,",1
교정’은,2
"0.6달러,",1
12달러로,1
가격이,1
책정돼,1
있다.최근,1
곳과,2
계약최근,1
정보기술(IT),2
맺었다.,2
[GETTYIMAGES]다만,1
수익적,1
성과는,3
아직,2
두드러지지,1
않는다.,1
3분기까지,1
공개된,2
사업보고서에,1
1~9월,2
매출은,2
97억1100만,1
"원,",3
-48억3200만,1
원이다.,2
72억4900만,1
영업이익,2
-41억2100만,1
기록한,2
동기와,1
비교했을,1
규모는,2
증가했지만,1
영업손실,5
폭이,3
약간,1
커졌다.,1
“이전까진,1
단순,3
구매하려는,1
"많았는데,",1
하반기부턴,1
만들어보자는,1
기업들의,4
제안이,1
들어오기,1
시작했다”면서,1
“일회성이,1
지속적,1
수익을,2
위해선,1
그런,3
필요하다고,1
판단해,1
제안에,1
"응했고,",1
공동,5
구축을,4
"설비,",1
인력,1
크게,9
늘리면서,1
커진,1
설명했다.플리토의,1
영업,3
상황에는,1
청신호가,1
켜지고,1
금융감독원,3
전자공시시스템에,3
단일판매·공급계약체결,1
내역에,1
12월과,1
차례에,1
걸쳐,2
계약금,1
18억,1
27억,1
이들,1
어딘지에,1
대해선,1
‘계약,1
상대방의,1
영업비밀,1
보호요청’을,1
사유로,1
밝히지,1
않았다.,1
“계약,1
상대가,2
알려지면,1
입장에선,1
굉장한,1
PR(홍보),1
볼,5
있지만,3
(상대,1
기업이),1
비밀,1
유지를,1
조건으로,1
내걸었기,1
공개하기,1
어렵다”며,1
말을,1
아꼈다.*유튜브와,1
포털에서,1
‘매거진동아’와,1
‘투벤저스’를,1
검색해,1
팔로잉하시면,1
기사,1
외에도,3
동영상,1
다채로운,1
만나보실,1
있습니다.,6
김보겸,2
플리토(300080)는,2
연결재무제표,1
영업손실이,1
65억9517만원을,1
기록해,4
전년보다,3
7.3%,1
늘었다고,1
136억3943만원으로,1
46.1%,1
늘었고,1
당기순손실은,2
1.5%,1
늘어난,2
58억6832만원으로,1
집계됐다.,1
26억6051만원,1
코퍼스,3
28.49%에,1
계약기간은,2
2023년,5
3월13일부터,1
8월15일까지다.,1
기사내용,7
요약언어,1
품질,2
구축,4
5년,4
공급기업,1
선정인공지능,1
다국어,7
제공[서울=뉴시스],1
오동현,5
전문번역,4
‘2023년,2
데이터바우처,3
지원사업’의,1
수요기업을,1
모집한다고,1
밝혔다.과학기술정보통신부와,1
한국데이터산업진흥원이,1
주관하는,1
지원사업은,1
데이터·인공지능(AI),1
활용을,1
혁신,2
서비스·제품,1
창출이,1
바우처,1
형식의,1
구매,3
가공서비스를,1
지원한다.,2
수요기업은,1
▲데이터,1
▲일반,1
가공,2
부문에,1
6000만,1
원,1
이내의,1
바우처를,1
제공받을,1
생성형,1
열풍과,1
데이터의,6
이슈,2
부상하고,1
공급하는,1
데이터는,6
유저가,1
활동하는,1
통합,2
구축된다.,1
"텍스트,",2
"음성,",2
구축이,1
구축된,1
엔진과,1
플랫폼에,2
등록된,1
전문번역가들의,1
검수,4
거쳐,2
한국전산감리원,1
인증,10
99.8%,1
정확도의,1
제공된다.,1
지원사업을,1
수요기업들이,1
플리토와의,1
"강화하고,",1
발굴해,1
있길,1
바란다”며,1
유수,2
기업들도,2
선택한,1
탄탄한,1
수요기업의,1
니즈에,1
지원하겠다”고,1
포부를,1
밝혔다.수요기업은,1
가공은,1
"28일까지,",1
AI가공은,1
29일까지,1
심사를,1
참여할,1
요약대형,1
쇼핑몰,1
외식,5
프랜차이즈에,1
공급인공지능이,1
번역…전문번역팀이,1
검수[서울=뉴시스],1
호박패밀리에,2
‘메뉴,3
번역’,3
공급을,4
완료했다고,2
28,1
밝혔다.호박패밀리는,2
"한와담,",2
"호박식당,",2
미미담,2
13개,2
브랜드를,2
운영하고,2
외국인,2
비중이,3
급증함에,1
방식의,1
중이다.메뉴판,1
사진만,2
올리면,3
플랫폼에서,3
판독해,1
인공지능이,1
언어의,3
"제공하고,",1
번역’이,1
검수한다.다국어,1
메뉴,6
과정은,1
상에서,1
이뤄진다.,1
용어집과,1
집단지성,2
"고유명사,",2
"식문화,",2
식재료,2
설명,2
등으로,4
까다로운,2
메뉴판에,2
고품질의,3
얻을,2
있다.이정수,1
"""한국을",1
방문한,2
관광객들이,2
자신의,3
모국어로,2
메뉴명을,2
확인하고,2
주문하는,2
것은,13
만족스러운,2
식도락,2
경험의,2
"핵심""이라며",1
"""플리토의",1
관광객과,2
점주님,2
간의,2
원활한,2
커뮤니케이션을,2
돕고,2
호박패밀리의,2
브랜드,4
경험에도,2
되길,2
"바란다""고",1
밝혔다.플리토,2
▲번역의,1
정확성,1
▲설치의,1
경제성,1
▲이용,1
편의성으로,1
더현대,2
서울,1
유명,2
쇼핑몰과,1
미쉐린,2
가이드,2
선정,2
"맛집,",2
"전통시장,",2
축제,2
공급된,2
도쿄,2
전통시장,2
타깃을,2
메뉴판,3
"미술관,",2
"박물관,",2
관광명소,2
다국어가,2
공간에,1
쉽고,2
'플리토,2
플레이스',1
확장하고,1
정다슬,2
플리토(300080)(대표,2
이정수)가,2
27일,1
식음료,1
선도,1
브랜드의,1
하늘길의,1
급증하면서,2
번역에,1
높아지며,1
메뉴번역,2
도입하게,1
됐다는,1
설명이다.플리토의,1
판독한다.,1
인공지능(AI)이,1
1차,2
번역한,2
"후,",1
검수가,1
진행된다.,1
유저를,2
다른,9
유사,1
서비스들과,1
손님이,1
앱을,2
설치해야,1
불편이,1
"없고,",1
"용어집(TM,",1
Translation,2
Memory)과,1
설명이다.이정수,1
“한국을,1
핵심이다”며,1
“플리토의,1
바란다”고,1
서울과,1
"또한,",1
어떤,5
공간에도,1
플레이스’,1
확장하여,1
마케팅,1
활동을,1
전개해,2
요약담당자별,1
권한,6
설정하는,2
'계정,1
관리',1
추가[서울=뉴시스],1
고객용,2
관리,8
엔터프라이즈’의,1
기능을,1
추가했다고,1
밝혔다.‘플리토,2
엔터프라이즈’는,3
현지화로,2
지속적으로,3
최적화됐다.,1
"영어,",2
"중국어,",2
일본어,2
언어뿐,2
"인도네시아어,",2
"베트남어,",2
"힌디어,",2
"폴란드어,",2
튀르키예어,2
37개,2
"지원하며,",2
의뢰부터,2
견적,2
현황,2
"확인,",2
번역가,2
"커뮤니케이션,",2
히스토리,2
모두,5
곳에서,1
있다.이번,2
업데이트에서는,2
‘계정,5
관리’,5
기능이,4
추가되면서,2
담당자별,3
설정이,2
가능해졌다.,2
담당자들을,2
▲어드민,1
▲팀,1
매니저,1
▲매니저로,1
분류,2
지정해,1
페이지별,2
열람,2
"권한,",2
수정,2
차등적으로,2
설정할,2
관리의,2
편의성과,2
효율성이,2
"높아지고,",1
기업별,2
고유,2
계정,2
워터마크,2
삽입,2
기능에,2
추가돼,1
콘텐츠,5
보안이,1
강화된다.,1
"""K-웹툰",1
문화,2
수출과,2
산업에서,3
진출이,2
증가함에,2
수요도,2
증가하고,3
"""편의성과",1
"효율성,",2
보안성을,4
번에,2
엔터프라이즈'는,1
엔터사와,2
이용하고,2
고효율의,2
프로세스를,2
제공함으로써,2
성공을,2
파트너로,2
"자리매김하겠다""고",1
"밝혔다.한편,",2
업데이트,3
출시,3
기념으로,2
회원,2
가입,2
‘웰컴,3
바우처’를,2
이벤트를,2
31일까지,2
기능,1
편의성,1
증대업데이트,1
기념,1
바우처’,1
증정,1
이벤트,1
3월까지,1
진행[이데일리,1
엔터프라이즈’,1
업데이트를,1
출시했다고,1
최적화되었다.,1
한곳에서,1
△어드민(Admin)△팀,1
매니저(Team,1
Manager),1
△매니저(Manager)로,1
지정하여,1
것이란,2
설명이다.아울러,1
추가되어,1
보안도,1
한층,2
강화될,1
기대된다.이정수,1
“K-웹툰,1
“‘편의성과,1
게임회사,1
자리매김하겠다”고,1
자세한,1
공식,1
홈페이지의,1
‘이벤트’,1
페이지에서,1
확인할,2
있다,2
‘대표,1
수혜주’,1
“제2,1
배민·토스…2023년,1
황금기,1
온다”[스페셜,1
리포트,1
:,1
쇼크]이정수,1
대표.,2
사진=서범세,1
기자최근,1
급등했다.,1
52주,1
신저가를,1
기록했던,2
3만8700원으로,1
52.7%,1
뛰며,1
반등,2
곡선을,1
애널리스트들은,1
상승,2
‘챗GPT’의,1
돌풍에,1
분석한다.,1
앞에,1
한국의,3
수혜주란,1
별칭도,1
따라붙었다.미국,1
대화,5
전문,7
챗봇인,1
일으키는데,1
왜,1
업체인,1
수혜주로,5
주목받을까.이,1
문제에,1
답하기,1
대표를,2
만났다.,1
“플리토뿐만,1
2023년에는,3
무궁무진한,2
열릴,2
것”이라며,2
“스타트업의,1
황금기가,3
온다”고,1
자신했다.,1
다음은,1
대표와의,1
일문일답.-플리토가,1
떠올랐습니다.“AI,1
경쟁의,1
핵심은,1
결국,3
데이터들을,1
학습시키느냐에,1
관한,1
것입니다.,1
영화,1
‘루시’를,1
보면,1
인간의,2
뇌,1
사용량은,1
10%인데,1
어떠한,1
특수,1
상황으로,1
인해,3
뇌의,1
"90%,",1
100%를,1
순간,1
주인공은,1
일이든,1
해내고,1
맙니다.,1
SF의,1
영역이지만,1
GPT(Generative,1
Pre-traination,1
Transformer),1
역시,3
앞으로,1
발전할,1
무궁무진합니다.저장,1
"능력,",1
"속도,",2
객관성을,1
검증할,1
영역,1
미래에는,1
챗GPT보다,1
발달한,1
천재,1
GPT가,2
나올,6
겁니다.,6
그러려면,1
정제하고,1
판매하는,1
부분이,3
떠오를,3
수밖에,3
상황입니다.플리토가,1
받는,1
가장,5
이유는,1
판매에,1
매출의,2
40%,2
이상은,1
해외에서,2
있죠.”,1
-‘언어,1
데이터’,1
판매가,2
무엇인가요.“챗GPT를,1
비롯해,2
선두권에,1
업체들은,1
기업입니다.,1
그들은,1
학습시키기에,1
업체들을,1
물색합니다.,1
머신,1
러닝(기계,1
학습)에,1
대량의,1
필요한데,1
구할,1
곳이,2
많지,1
않기,1
때문입니다.플리토는,1
우물을,1
팠습니다.,1
챗봇용,3
수집량은,1
건을,1
돌파했죠.,1
업체들도,1
자료를,1
문제로,1
불가능한,2
다수입니다.,1
137개국,1
번역자,1
1300만,1
명에게,1
현금으로,1
바꿀,1
주고,3
약관을,1
저작권을,1
미리,1
확보하고,3
거래에,1
문제가,3
없습니다.,4
다수의,2
기업들과,1
맺게,1
된,5
거죠.2022년에는,1
파트너,2
업체들과,2
소위,1
‘데이터,1
공장’을,1
만들었습니다.,1
과거에는,1
우리,1
쪽에서,1
생성해,1
방식이었다면,1
작년부터는,1
업체에서,1
밑그림을,1
생성합니다.,1
업무에,1
할애했고,1
보고,5
있습니다.”-‘챗GPT’는,1
얼마나,2
혁신적인가요.“기본적인,1
기능에서,1
이전의,1
GPT들과,1
차이는,1
연산,4
토큰(저장,1
기억)의,1
전과,1
엄청나게,1
속도로,1
성장했죠.,1
‘기존에,1
학습시킨,2
것을,5
기억한다’는,1
겁니다.예컨대,1
제가,3
‘플리토의,3
대표가,7
누구인가’를,1
물으면,3
챗GPT는,6
자신,1
제임스,2
리라고,1
대답합니다.,2
그런데,6
저는,2
리가,1
아닙니다.,2
이정수’라고,1
답하면,1
바로,2
자기의,1
잘못을,1
인정합니다.,1
그다음,1
누구인가’라고,1
수정된,1
대답을,1
내놓습니다.이전,1
GPT는,1
그전에,1
했던,1
기억하지,1
못했습니다.,1
오답을,1
수정하기도,1
쉽지,2
않았죠.,1
우리에게는,1
쉬워,1
보이지만,1
기억한다는,1
굉장히,3
어려운,1
합니다.,2
기존에,9
쌓여,2
데이터에서,1
수많은,3
작업을,1
제공하는데,1
과정에서,2
제공할,8
흩뜨릴,1
즉각,2
받아들인다는,1
고난도의,1
요구하는,1
거죠.챗GPT는,1
대화창,1
안에서는,1
학습시킴으로써,1
받아들일,1
쉽게,1
말해,1
‘데이터의,1
개인화’가,1
이뤄질,2
거죠.,4
엄청난,1
발전입니다.”-데이터의,1
개인화란,1
무엇인지,1
간략하게,1
설명해,1
주세요.“과거에는,1
번역에서,2
‘특화’라는,1
않았습니다.,2
아이를,1
"번역기,",2
어른을,1
경제와,1
정치,1
각기,1
결과물을,1
내야,1
화자에,2
맞게,4
혹은,2
청자에,2
나와야,1
하는데,1
구글,3
번역이나,1
네이버의,1
파파고,1
동일한,1
보여,3
줍니다.그런데,1
각각으로,1
구분해,1
시킨다면.,1
A채팅은,1
‘경제,1
"전문’,",2
B채팅은,1
‘정치,1
C채팅은,1
‘의학,1
전문’….,1
이렇게,3
개를,1
전문화·개인화해,1
거죠.누군가의,1
말투를,1
본뜬,1
초개인화,1
번역도,1
가능합니다.,1
배우,1
사무엘,2
잭슨의,2
말투가,1
특이하거든요.,1
번역문을,1
스타일로,1
해달라고,1
하면,2
번역문이,1
나옵니다.,1
번역기가,1
나와,1
있긴,1
합니다만,1
전과는,1
비교할,1
없을,1
만큼,7
번역기의,1
성능과,1
다양성이,1
개선될,3
예상합니다.”이정수,1
대표의,2
SNS에서,1
발췌,1
"(""이러한",1
오역을,1
기존에는,2
단어가,1
포함된,1
여러개,1
생성하여,1
엔진에,1
시켰지만,1
이제는,1
간단하게,1
시킬,1
수량이,1
항상,1
되어,3
Domain이나,1
번역기를,1
만드는데,1
있었다면,1
Memory를,1
생성하는게,1
가능해진다.,1
결과도,1
전달하는,2
것도,2
"가능하다."")-데이터의",1
오류는,1
심각한,1
문제,1
아닌가요.“위의,1
사례처럼,1
진실만을,1
말하는,1
대한민국의,1
대통령은,1
누구인지’,1
문재인,1
대통령으로,1
2021년까지의,1
데이터만으로,1
학습했기,1
때문이죠.사람들은,1
흔히,1
기계는,3
객관적인,1
제공하므로,1
진실을,1
것이라고,3
생각하지만,1
그렇지,1
않습니다.,1
아마,1
오용할,1
사례들도,1
것이고,1
윤리적인,1
문제까지도,1
비화할,1
봅니다.과거에는,1
확충시킬지,1
범용적인,1
부분을,2
늘리는,1
싸움이었다면,1
지금은,2
늘릴,1
것인지가,1
전쟁의,1
이슈로,1
겁니다.”-그럼에도,1
뜨겁습니다.“사람들이,1
언어는,1
그렇게,1
중요하게,1
생각하지,1
기술의,5
기초가,1
되는,2
언어입니다.,1
법적,1
근거나,1
서비스에,2
들어갈,3
자료,1
뒷단은,1
전부,2
언어로,1
돼,1
있어요.,7
현지화를,1
로컬라이제이션이,1
필수죠.지금까지는,1
제약으로,1
하지,2
못했던,1
언어인데,1
해결의,1
실마리가,1
보이면서,1
무한한,1
판도라의,1
상자가,1
사람들은,3
그동안,1
통일시켜,1
장벽을,3
해결하자고,1
했어요.,1
영어를,1
공통어로,1
"쓴다든지,",1
만들자고,1
했죠.그런데,1
해결할,1
통일하는,1
거예요.,4
배울,1
사람들도,1
나라에,1
100%,1
이해할,3
해야,1
열렸다고,1
봅니다.”-그런데,1
써,1
보니,2
오히려,1
‘영어,1
공부’에,1
후회가,1
막심했어요.“챗GPT를,1
잘,1
알지,1
못하는,1
한두,1
해보고,1
‘재미,1
없다’고,1
해요.,1
영역에,1
종일,1
이것만,1
아는,1
보이는,1
거죠.언어도,1
마찬가지예요.,1
공부를,1
않아도,1
된다는,1
얘기는,1
40년,1
있었던,2
것,1
같아요.,1
지금,4
어떤가요.,1
충분히,2
활용하기,1
완벽하게,3
이해하는,2
중요해요.,1
기술은,2
수준을,1
어느,1
평균선까지는,1
끌어올릴,1
사람들이,4
수준은,1
되겠죠.GPT를,1
확장시키거나,1
자기,1
확장시키고자,1
한다면,1
고차원,1
능력이,1
필요하게,1
거예요.”-챗GPT는,1
세상을,3
바꿀까요.“챗GPT를,1
어마어마한,1
사업들이,2
1월부터,1
팝콘처럼,1
계속,4
중요하지,1
않다고,1
생각했던,1
것들이,1
비즈니스가,1
거예요.에컨대,1
검증하는,2
업체들이,1
생겨나겠죠.,1
우리는,1
A란,1
기계가,1
"썼는지,",1
사람이,4
썼는지,1
확신할,1
알고,1
‘확률’에,1
의해,2
쓰기,1
때문입니다.,1
인간은,1
확률을,1
거치지,1
않지만,1
뒤에,1
단어를,1
확률에,1
만들어,1
냅니다.,1
도식화하면,1
문장은,1
기계의,1
확률에선,1
튈,1
없죠.,1
그래서,1
많이,3
생겨날,1
보는,1
거죠.”-황금기가,1
건가요.“챗GPT란,1
사과나무가,1
열렸습니다.,1
사과를,2
따는,1
"것,",1
요리할지는,1
고민할,1
사과나무,1
주변이,1
변화하는지입니다.,1
챗GPT로,1
생태계가,1
변화할,1
겁니다.스타트업에서,1
언제였느냐,1
2012~2013년입니다.,1
2000년대,1
닷컴,1
버블,1
생과,1
사를,1
거듭하던,1
기업들은,2
스마트폰이,1
대중화되면서,1
황금기를,1
맞았습니다.,1
스마트폰에,1
애플리케이션(앱)이,1
한정돼,1
생긴,1
것이죠.,1
"‘배달의민족’,",1
‘토스’,1
쓰고,1
앱들이,1
그때,1
탄생했습니다.창의적인,1
생각을,1
머릿속에는,1
이러한,6
있으면,1
좋겠다는,1
생각이,1
왔습니다.,1
법용적으로,1
뒷받침하지,1
못하기,1
각자의,1
만들고,1
합쳐지면서,1
탄생합니다.저는,1
셋째,1
2023년을,1
올,2
봅니다.,2
무수한,1
계획하고,1
누가,1
기존의,2
응용해,1
소비자가,1
매력을,1
느낄만한,1
"것인가,",2
모델(BM)을,1
만들,3
것인가가,1
생존의,1
핵심이,1
것입니다.”-사람이,1
설,1
자리가,1
사라지는,1
건가요.“기계가,1
사람의,2
대체할까,1
공포를,1
느낄,1
‘원석’을,1
가지고,1
다듬어,1
반지를,1
목걸이를,1
것인가는,1
일이거든요.신기술은,1
앞으로도,3
스트레스도,1
상당할,1
부정적으로,1
보기보다,1
사는,1
"세상에,",1
자기가,1
적용할지,1
궁리한다면,1
‘대박’의,1
열,1
모두에게,1
찾아왔다고,1
있어요.번역에서도,1
마찬가지죠.,1
어디까지,1
커버할,1
것인지,1
갑론을박할,1
객관성입니다.,1
번역에서만,1
예를,1
들자면,1
문장에는,1
주관이,1
포함되고,1
말투에도,1
영향을,4
받습니다.,1
한국인은,1
‘아니’를,1
서두에,1
습관적으로,1
말하는데,1
번역문에서는,1
부정문으로,1
받아들이겠죠.,1
하나하나,1
줘야,1
부분들이,1
너무나도,1
많다는,1
겁니다.결국에는,1
사람,1
손을,1
상당히,1
거쳐야,1
하죠.,1
사람과,1
기계를,1
섞어야,1
이상적인,1
것인지를,1
궁리하고,1
있어요.”-플리토의,1
계획은,1
무엇인가요.“플리토의,1
최종,3
목표는,1
전달,1
전혀,1
느끼지,1
못하고,1
여는,1
‘청보리차’라는,1
음료를,1
일본인은,1
"일본어로,",1
중국인은,1
중국어로,1
무슨,1
말도,1
안되는,1
SF냐고,1
생각할,1
나왔듯이,1
일은,1
아닙니다.플리토,1
단계를,1
밟고,1
일부,1
백화점과,1
전통,1
메뉴판을,1
사진을,1
찍어,1
AI로,3
번역가들이,1
검수해,1
제공합니다.,1
한국인이,2
인도네시아,1
웹툰을,1
거치면,2
인도네시아의,1
양념이,1
고추장으로,1
번역되는,1
문화적,1
차이로,1
인한,4
어색함을,1
번역판에서,1
삭제할,1
한국화,1
거치는,1
거죠.모든,1
콘텐츠들이,1
콘텐츠의,1
