단어,개수
N’은,1
로우코드(Low-Code),1
있다.강의는,1
본사,2
교육장에서,2
"실시하며,",1
강사는,1
강의한다.신청,1
기간은,2
8월,3
1일부터,2
"2일까지이며,",1
일정은,2
19일부터,1
13일까지이다.,1
평일,2
09시부터,1
18시까지,1
주,2
5일,3
진행한다.,2
신청과,1
문의,1
자세한,1
사항은,1
고객지원센터,1
웹사이트에서,1
확인할,3
[NFT,1
코인사업은,1
사업으로,1
포장해,1
자료,2
배포]투비소프트가,1
인수한,2
복층유리,1
생산설비,1
제조업체,1
이강테크의,3
지분가치가,1
1년만에,2
80%,1
급감한,1
나타났다.,1
반기보고서에,1
이강테크는,3
반기말,1
장부금액이,1
15억3400만원이다.,1
6월,2
70억원에,1
지분,4
100%(12만주)를,1
지,1
가치가,1
급감했다.,1
감사인인,1
대성삼경회계법인은,1
"27억5900만원,",1
27억원600만원을,1
손상처리했다.투비소프트는,1
2020년,3
11월과,1
두차례에,1
걸쳐,1
인수했다.,2
인수대금은,1
현금,1
대신,1
10회차,1
전환사채로,1
지급했다.,1
취득,1
목적에,1
대해,5
재무구조,1
개선,1
유동성,1
확보라고,1
밝혔다.하지만,1
"11억5500만원,",1
영업손실,1
"7억6000만원,",1
당기순손실이,1
19억2000만원,1
부진한,1
이에,3
투비소프트도,1
실적이,1
82억3900만원의,1
순소실에,1
머물렀다.,1
1995년,1
이강인터내쇼날로,1
설립된,1
뒤,1
2000년,1
사명을,1
"변경했고,",1
2007년부터,1
상장폐지된,4
관계돼,1
수차례,2
등장했다.,1
2010년,1
폴켐은,1
2007년,1
110억원에,1
이강테크를,2
인수,3
방식은,1
현금과,1
전환사채,1
지급이었다.,1
하지만,1
첫,1
해부터,1
투비소프트와,4
비슷하게,1
손상차손이,1
"발생했고,",1
상장폐지,1
이후에는,2
전액,1
상각됐다.,1
강흥섭,1
이강테크,1
폴켐의,1
최대주주에,1
오르기도,1
에이아이비트(현,1
제이앤케이인더스트리)도,1
2018년,1
3월,1
100%를,1
120억원에,1
인수하려,1
"했지만,",1
10월,3
계약을,3
해제했다.,1
이강비트의,1
자산부채,1
실사를,1
실시하였으나,1
신뢰성,1
회계자료의,1
미비로,1
순자산가액을,1
확정할,1
없어,1
해제했다고,1
증권업계는,2
본업인,1
인터페이스(UI)·사용자,2
경험(UX),2
플랫폼과,1
관련이,2
없는,2
인수한데,1
의구심을,1
나타낸다.,1
기업과,1
관련성이,1
"있고,",2
수익성이,1
낮은,1
굳이,1
인수할,1
필요가,1
있었냐는,1
것이다.이에,1
"""이강테크의",2
증대,1
경영정상화,1
높다고,1
"판단했다""며",1
"""이강테크가",1
대기업과,1
사업협력을,1
논의,1
"중이었고,",1
관련,2
계획이,1
미뤄졌지만,1
사업가치에,1
이견이,1
"없다""고",3
경영,1
개발환경,1
개선을,1
인력,1
구조조정을,1
"시행했고,",1
하반기부터,2
증대를,1
예상하고,1
덧붙였다.,1
━NFT,1
코인,1
사업도,2
허위,1
배포…300억원,1
발행,1
CB도,1
못해━투비소프트가,1
추진한,1
신사업,1
대체불가토큰(NFT)과,1
가상자산,2
메타댄스토큰(MDT),1
문제로,1
지적된다.,1
11월,4
투비메타를,1
대체불가토큰(NFT),1
추진한다고,1
거래소,1
'더봄'을,1
"운영,",1
메타댄스토큰(MDT)의,1
가상자산거래소,1
MECX,1
상장,2
7개월간,1
보도자료를,1
배포했다.,1
포털사이트에서,1
MDT를,1
검색하면,1
관련된,1
글을,1
쉽게,1
찾을,1
있다.하지만,1
투비메타는,1
지분관계가,1
없다.,1
기대감을,1
높였지만,1
사실상,1
기대감에,1
2550원까지,1
올랐던,1
980원,1
수준까지,1
내려왔다.,1
MECX에서,1
MDT도,1
5월,1
0.45달러까지,1
상승했다가,1
최근엔,1
10분의,1
1,1
수준인,1
0.052,1
달러에,1
문제에,1
"""투비소프트와",1
투비메타가,1
직접적인,1
관계는,1
"없지만,",2
경영진이,1
중복되고,1
출자,1
예정이라,1
정확히,1
기술하지,1
"못했다""며",1
"""최근",1
투비메타,1
보도자료에서는,1
자회사라는,1
표현이,1
답변했다.,1
26일,1
이사회,1
결의를,1
투비메타의,1
출자를,1
결의했다.,1
종속기업으로,1
편입될,1
예정이다.,6
투자유치한,1
300억원도,1
사용하지,2
못할,1
신규사업,1
발굴에,1
난항을,1
겪는다고,1
보고,1
메리츠증권을,1
300억원의,1
전환사채(CB)를,1
발행했다.,1
자금,1
목적은,1
신규사업자금,1
"240억원,",1
60억원이다.하지만,1
300억원은,1
못한,1
채,1
메리츠증권에,1
근질권이,1
설정돼,1
상태다.,1
메리츠증권은,1
CB를,1
발행하면서,1
사채,1
조기상환청구에,1
이행담보로,1
금융계좌에,1
근질권설정,1
자금을,1
사용하려면,2
추가,2
담보를,1
제공해야,1
일각에서는,1
메리츠증권이,1
자금사용을,1
담보,1
제공을,1
요구한,1
점을,1
회사가,1
매도청구권(콜옵션)을,1
염두하고,1
발행한,1
것이,1
아니냐는,1
지적도,1
CB는,1
최초,1
전환가액이,1
2250원이지만,1
시가,1
하락에,1
액면가인,1
500원까지,1
전환가액,1
조정이,1
CB의,2
콜옵션에,1
30억원을,1
파생상품금융자산으로,1
계상하고,1
"""발행",1
조기상환,1
청구가,1
11월부터,1
가능하지만,1
기업가치,1
제고로,1
투자자의,1
전환권,1
행사를,1
노력할,1
"계획""이라며",1
해당,2
사채에,1
상환계획은,1
전문가',1
밝혔다.투비소프트가,1
넥사크로는,1
"정부·공공기관,",1
교육은,1
기초,1
지식부터,1
프로젝트,1
과정을,1
체험할,2
모의,1
프로젝트까지,1
다뤄,1
현업에서,1
사용을,1
능숙하게,1
교육과정을,1
구성했다.수강,1
대상은,1
이해하고,1
UI,1
공통업무를,1
수행하려는,1
개발자다.,1
장소는,1
직접,2
실시할,1
예정이다.신청,1
다음,1
달,1
2일까지다.,1
9월19일부터,1
12월13일까지로,1
9시부터,1
6시까지,1
석지헌,1
로벌,1
의료인공지능,3
뷰노(338220)는,1
의료급여,13
수급권자에게,3
심정지,9
뷰노메드,16
딥카스™를,2
무상,3
공급하는,2
환자,7
프로그램(Patient,1
Assistance,2
Program;,1
PAP)을,1
시행한다고,3
밝혔다.딥카스,1
운영화면,4
예시.(사진=,1
뷰노)뷰노는,1
‘환자,1
중심,3
헬스케어’를,2
"지향하며,",1
환자의,12
소득,2
수준과,1
관계없이,1
의료기술에,3
접근성을,2
높임과,1
동시에,1
사회적,3
책임을,3
다하기,2
프로그램을,2
기획했다.,1
딥카스™는,1
의료AI,3
업계,4
최초로,2
선진입,2
의료기술로,2
확정돼,2
비급여,4
진입한,1
의료기기다.,4
24시간,3
이내,2
발생위험,2
감시,2
행위는,1
일반병동,4
입원환자의,2
발생,5
조기에,2
발견해,2
의료진의,5
선제적인,1
조치를,2
의료기술이다.해당,1
의료기술은,1
입원환자라면,2
질환과,1
진료과의,1
구분,2
없이,2
대상자가,1
그러나,2
법적,1
고시에,1
비급여로,2
환자가,6
100%,6
비용을,3
부담하기,1
때문에,3
수준에,1
접근성이,2
제한될,1
뷰노는,13
수급권자에,3
대해서는,1
의료기관에,2
무상으로,2
공급하기로,1
결정했다.보건복지부에,1
전체,2
입원환자,1
수급권자는,5
57만명으로,2
6%[i]에,1
달한다.,1
종별,1
입원,7
발생되는,1
급여,2
청구액,2
본인부담,1
비용이,2
거의,2
청구액의,1
경우,2
부담해야,6
한다.,3
또한,1
수급권자의,2
재원일수는,1
500병상,2
이상의,1
종합병원,2
10.4일로,2
의료보험,2
재원일수,1
6.4일에,1
비해,1
4일이,2
길어[ii],1
큰,1
경제적,1
부담을,1
느낄,1
있다.이예하,2
뷰노,9
“환자,1
프로그램은,3
시도되는,3
사회공헌,3
"활동으로,",1
수행하는,1
프로그램이라는,1
점에서,1
의미가,1
“‘환자,1
지향하는,2
뷰노의,5
비전에,2
많은,3
의료기술을,3
"체험하고,",1
누릴,2
최선을,5
다하겠다”고,1
프로그램,2
시행뷰노메드,1
딥카스,2
예시,1
/,1
제공=뷰노뷰노는,1
‘뷰노메드,4
딥카스’를,1
서비스하는,1
프로그램(PAP)을,1
정부가,1
사회보장,1
제도의,1
일환으로,2
의료,10
"서비스(진찰,",1
"검사,",1
치료)를,1
저소득층,1
대상자다.,1
의료기술,1
"높이고,",1
기획했다는,1
설명이다.뷰노메드,1
딥카스는,2
진입했다.,1
‘24시간,1
감시’는,1
선제,1
돕는다.,1
진료과와,1
비급여라,1
딥카스를,2
공급하고,1
무료로,1
있게,2
한다는,1
보건복지부에,1
6%다.,1
재원(在院)일수는,1
6.4일보다,1
길다.,1
수급권자라,1
해도,1
청구액은,1
한다.이예하,1
활동”이라며,1
“앞으로도,1
체험하고,1
'뷰노메드,5
딥카스',1
가동(서울=연합뉴스),1
김잔디,1
딥카스'를,1
프로그램(PAP;,1
Patient,1
Program)을,1
병동에,1
입원한,1
전자의무기록(EMR)에,1
담긴,1
활력,1
징후,1
"감시,",1
예측하는,2
병원에서,1
됐다.,1
하기,1
문에,1
소득에,1
제한된다고,1
"보고,",1
지원을,1
건강보험,1
중에서,1
없지만,1
비급여의,1
이예하,4
"""환자",1
"활동""이라며",1
"""'환자",1
헬스케어'를,1
"다하겠다""고",4
딥카스™,1
예시(서울=연합뉴스),1
감시하고,1
딥카스™',1
예시.,1
2022.08.25.,1
[뷰노,1
제공.,2
재판매,2
DB,2
금지],2
jandi@yna.co.kr,1
개인용,3
심전도,12
측정,3
하티브,2
프로[뷰노,1
(서울=연합뉴스),1
조현영,1
'하티브,1
프로'(Hativ,1
Pro)가,1
식품의약품안전처,1
인증을,3
획득했다고,1
3일,2
제품은,4
심전도를,3
측정해,1
기록·저장·전송하는,1
작고,2
휴대가,2
간편해,2
간단하게,1
심장,2
신호를,4
측정할,2
측정값을,1
앱으로,1
추후,1
부정맥,2
심장질환,1
탐지가,1
가능한,1
가정용,3
의료기기를,5
연이어,2
출시하고,1
소프트웨어인,1
딥ECG'(VUNO,1
Med®-DeepECG™)를,1
탑재할,2
또,4
통합,2
브랜드인,2
'하티브'(Hativ)를,1
론칭할,1
"""앞으로",1
일상에서의,1
건강관리를,2
데이터,3
심혈관,3
질환으로,2
인한,2
사망률을,2
줄이고,3
미래,1
의료의,1
방향인,1
예방적,2
치료에,2
기여할,4
hyun0@yna.co.kr,1
B2C,2
본격화뷰노는,1
‘하티브,1
프로(Hativ,1
Pro)’에,1
식품의약품안전처에서,1
인증받았다고,1
영역을,1
기업소비자간거래(B2C)로,1
"확장하고,",1
생체신호,1
본격화할,1
프로는,1
뷰노가,1
처음,1
선보인,1
하드웨어,1
"측정하고,",1
저장,1
전송한다.,1
언제,1
어디서든,1
설명이다.,3
측정된,2
연결된,1
앱(응용,1
프로그램)을,1
있다.뷰노는,1
인증,1
획득을,1
심장질환을,1
탐지하는,1
출시할,1
식약처로부터,1
혁신의료기기로,2
지정된,1
소프트웨어,1
딥ECG’를,1
강화한다는,1
방침이다.,1
‘하티브(Hativ)’를,1
"출시해,",1
소비자들이,1
일상에서,1
만성질환을,1
조기,2
진단할,2
지원할,1
“하티브,1
프로에,1
인증으로,1
사업에,1
진입하게,1
됐다”며,1
“일상에서,1
기반의,1
"통해,",1
노력하겠다”고,1
마이허브와,2
공급계약을,2
공시했다.계약금액은,1
7억원으로,2
31.14%에,2
해당하는,1
규모이다.계약기간은,1
2025년,1
31일까지다.,1
주식회사,1
계약금액은,1
해당한다.,1
딥ECG’에,2
계획뷰노는,1
연구,5
결과가,1
과학기술논문인용색인(SCI)급,1
학술지인,1
‘Frontiers,1
in,1
Cardiovascular,1
Medicine’에,1
게재됐다고,1
21일,1
밝혔다.24시간,1
홀터,5
검사로,2
결과(데이터)를,1
심방세동을,2
감지하는,1
연구다.,1
연구는,1
딥러닝,3
알고리즘으로,1
잠재된,1
발작성,3
심방세동(PAF)을,1
있는지,2
확인한,1
시험이다.,1
김주연,1
삼성서울병원,1
교수팀과,1
공동으로,1
진행됐다.,1
검사는,1
부정맥의,1
종류와,1
빈도를,1
파악하는,1
검사다.,1
장시간,1
측정하기,1
축적된,1
데이터의,1
양이,1
많고,1
방해,1
요소(노이즈)가,1
포함돼,1
있을,2
높아,1
분석이,1
어려운,2
알려져,1
있다.연구진은,1
구축하고,1
측정한,1
정상,1
동리듬,2
심전도(Normal,1
Sinus,1
Rhythm)를,1
분석했다.,1
심방세동의,2
숨겨진,1
감지할,1
확인했다.,1
심방세동은,1
심전도가,1
정상적으로,1
유지되던,1
갑자기,1
불규칙한,1
맥박이,1
발생했다가,1
사라지는,1
종류다.,1
증상이,1
없고,1
간헐적으로,1
발생하기,1
진단이,1
경우가,1
많다고,1
했다.연구,1
AI는,1
진단받은,1
환자와,1
그렇지,1
않은,1
유의미하게,1
구분했다는,1
패치형,1
심전계,1
시장의,1
성장에도,1
기대했다.,1
심방세동이,1
뇌졸중의,1
원인인,1
뇌졸중,1
예방,1
재발,1
방지에,1
도움이,1
것이라고도,1
딥러닝을,1
심부전증,1
심근경색증,1
부정맥을,1
검출하는,1
소프트웨어다.,2
식품의약품안전처로부터,1
제16호,1
지정됐다.이예하,1
“향후,1
심전계는,1
패치나,1
장치,1
등에도,1
호환할,1
선보이겠다”고,1
4종,1
전시뷰노가,1
오스트리아,2
빈에서,2
개최되는,1
유럽,3
영상의학회(ECR,1
2022)에,1
참가한다고,1
12일,1
행사에서,1
획득한,1
영상의학,2
4개,1
전시한다.,1
사례와,1
임상,1
예정이다.전시,1
흉부CT,1
"AI,",1
"본에이지,",1
체스트,3
"엑스레이,",1
딥브레인,1
등이다.,1
인공지능(AI)을,1
엑스레이,4
컴퓨터단층촬영(CT),1
자기공명영상(MRI),1
의료영상을,1
진단을,2
행사장,1
전시관인,1
'AIX(AI,1
Exhibition)'에서,1
각국,1
현장에서,1
쓰이고,1
공유한다.,1
워크플로우(업무흐름)를,1
개선하고,1
정확도와,1
판독,6
효율을,1
장점을,1
전달할,1
발표,1
세션에서는,1
뇌,2
MRI,2
영역에,1
적용된,2
2건의,1
발표한다.,1
발표는,1
치매,1
알고리즘의,1
성능과,1
경도인지장애,1
단계에서,1
치매로,1
전환될,1
미리,1
진단에,1
기여한다는,1
내용,1
담고,1
"""ECR",1
2022에,1
관계자들에게,1
"예정""이라며",1
"""유럽",1
잠재,1
고객들과,1
대면할,1
기회인만큼,1
성과를,1
가속화할,1
말했다.ECR은,1
영상의학과,1
전문의,1
관계자가,1
참여하는,1
행사다.,1
올해는,1
온·오프라인으로,1
개최된다.,1
중부유럽,1
표준시(CET),1
13일부터,1
17일까지,1
진행된다.,1
군,8
부대,2
시범적용,2
예정,1
솔루션앞줄,1
이종섭,1
국방부,1
"장관,",2
이종호,1
대표.뷰노는,1
장병,1
AI·SW,1
역량강화,1
비전선포식에서,1
의료영상,2
보조,2
시연했다고,1
사업은,1
과학기술,1
강군,1
육성,1
100만,1
인재양성을,1
과학기술정보통신부와,1
국방부가,1
협업,1
추진한다.,1
이동형,1
장비에,1
흉부,2
엑스레이'를,1
탑재한,1
시연했다.,1
강원도,1
소재,1
5개,1
부대에,1
시범,2
제품이다.,1
'AI,1
진료·판독시스템,1
구축',1
사업의,1
개발했다.,1
별도의,1
차폐,1
시설,1
없이도,1
촬영이,1
가능하다고,1
초,1
이내에,1
제공해,1
효율성과,2
정확도를,2
높인다는,1
격오지를,1
중심으로,1
의료서비스가,1
가능하도록,1
"설계돼,",1
환경(인프라)이,1
낙후한,1
지역에서도,1
편차를,1
도울,1
기대,1
"""군",1
절차가,1
예정돼,1
"만큼,",1
의료기기가,1
체계,1
전반에서,1
향상시키는,1
"기대된다""고",1
말했다.이예하,1
"""뷰노메드",1
엑스레이가,1
패키지를,1
선보일,1
"기쁘다""며",1
"""추후에도",1
군에,1
개발해,1
국가를,1
헌신하는,1
장병의,1
건강증진과,1
보건의료,1
일조할,1
