단어,개수
사업연도,3
내부회계,4
관리제도,2
적정,1
투자주의,3
환기종목에서,3
탈피했듯,1
앞으로,2
밝은,1
미래를,1
"나가겠다""고",1
[파이낸셜뉴스],1
하이트론씨스템즈,3
인수를,5
조건부,6
투자계약이,2
무산됐다고,2
“하이트론씨스템즈가,2
인수대금,2
상대적으로,4
금액의,2
우선협상대상자와,2
투자계약을,2
체결한다는,2
결정,2
"통보,",2
이전에,2
체결했던,2
투자,4
계약서도,2
자동,2
해지,2
됐다”고,3
양지윤,1
투비소프트(079970)는,1
개발,13
툴,4
일본법인,1
넥사웹재팬이,1
1일부로,1
상호를,1
'투비소프트재팬'으로,1
변경한다고,2
넥사웹재팬은,1
2014년,1
일본법인과,1
UI(사용자,1
인터페이스),1
플랫폼,16
넥사웹,1
테크놀로지,1
일본법인을,1
합병한,1
자회사다.지난해,1
30억,1
원대,1
투비소프트재팬은,1
2년,3
'퀀텀,1
점프'를,1
목표로,2
하고,2
한국,4
본사가,1
경쟁력,2
응용,1
연내,1
일본,2
계획이다.투비소프트,1
"""투비소프트재팬은",1
소프트웨어가,1
국외에서도,1
통한다는,1
"증명했다""며",1
"""상호",1
변경을,1
기점으로,1
시장점유율을,1
높여나갈,1
프로젝트형,2
UX(사용자경험)기획,1
실무,6
전문가,4
양성과정,1
1기,1
교육생을,1
모집한다고,1
22일,1
밝혔다.B2B(기업간,1
UX,3
전문가를,1
양성하려는,1
이번,17
교육은,2
투비소프트가,8
20여년,1
동안,3
전수하는,1
기획자,3
과정이다.,1
기초부터,1
리서치와,1
분석까지,1
프로젝트,2
익힐,1
중심,2
교육이라고,1
설명했다.올해,1
처음으로,3
개설한,1
UX기획,3
양성과정은,1
▲B2B,2
체계적으로,1
학습하려는,1
B2C(기업과,1
소비자,2
기본부터,1
심화,1
과정으로,1
역량을,1
키우려는,1
▲리서치·UX,1
분석으로,1
분석,1
방법론을,1
습득하려는,1
기획자를,1
한다.신청,1
기간은,2
14일까지다.,1
17일부터,1
5월12일까지,1
평일,1
10시부터,1
17시까지다.,1
주,2
5일,8
진행된다.,1
탈피했다.투비소프트는,1
'적정',2
감사보고서를,1
제출했다고,1
21일,8
2021,1
재무제표와,1
관리제도에,1
비적정,1
의견으로,1
환기종목이,1
됐다.,3
이후,9
해,1
관리제도를,1
엄격히,1
"준수하고,",1
외부감사인,1
감사,1
기준에,1
대처해,1
받았다고,3
설명했다.투비소프트,1
"""지난해",1
임직원이,1
합심해,1
위기를,1
극복하고,1
내부통제,1
절차를,3
잘,2
이행한,1
"탈피했다""며",1
"""앞으로",1
경영관리와,1
합리적,1
선보이는,1
기업으로,3
나아가도록,1
최선을,8
"다하겠다""고",6
◆…사진=투비소프트,1
세탁,1
크린토피아와,1
POS(판매시점,1
정보관리,1
시스템),1
리뉴얼,1
계약을,13
맺었다고,3
POS,2
시스템은,2
물품을,1
판매한,1
시점에,1
판매,6
정보가,1
중앙,1
컴퓨터로,1
전달돼,1
각종,4
사무,1
처리와,1
경영분석까지,1
다루는,1
"서비스업,",2
"유통업,",1
외식업,2
시스템으로,1
꼽힌다.,1
10년,1
이상,4
UI/UX,4
플랫폼으로,3
시스템을,2
개발·운영해온,1
크린토피아는,1
선보인,1
최신,4
넥사크로,3
N을,1
도입하게,1
N은,1
사용자,1
편의성을,1
강화한,1
데이터를,25
관리에,1
효과적이라는,1
투비소프트의,4
"""유통업,",1
공급과,1
"많다""며",1
"""실무자가",1
효율성을,2
높이고,3
원활히,1
하는데,1
N이,1
기여토록,1
이정현,2
한국거래소,1
코스닥시장본부는,1
투비소프트(079970)의,1
소속부를,1
투자주의환기종목(소속부없음)에서,1
중견기업부로,1
20일,5
시가,1
하락에,1
제11회차,1
전환사채의,1
전환가액이,1
970원에서,1
783원으로,1
하향,1
조정된다고,1
17일,1
공시했다.이에,1
전환가능,1
주식수는,1
72만1649주에서,1
89만3997주로,1
투비소프트(대표,1
이경찬ㆍ장선수)가,1
공무원연금공단ㆍ인천광역시청ㆍ화성시청과,1
콜센터,4
시스템에,1
패키지,1
납품,1
리베고와,1
협력해,1
넥사크로를,1
어플리케이션,1
전문업체인,1
리베고는,1
제품으로,1
상담시스템,1
개발해,1
상담원이,1
고객과,1
소통해야,1
하므로,2
보기,1
좋은,2
화면,1
속도가,1
뒷받침돼야,1
넥사크로는,1
화면을,1
설계할,1
사용자가,1
눈에,1
처리할,1
장점이,1
“콜센터는,1
원활하게,1
처리해야,1
플랫폼을,12
다룰,1
있어야,1
한다”며,1
“넥사크로가,1
도움이,1
되도록,2
안정적으로,1
이끌,1
스토킹호스,1
방식으로,2
하이트론,1
인수,4
"계약투비소프트,",1
6년,1
적자에,1
CB,4
발행으로,1
연명,1
중코스닥,1
회생절차,1
투비소프트도,1
6년째,2
이어오며,1
전환사채(CB),1
발행,3
연명하고,1
완료할,1
집중된다.14일,1
하이트론씨스템즈의,1
했다고,1
공시했다.이,1
계약은,1
하이트론이,1
공개입찰,1
진행한,2
"후,",5
인수의향자가,1
없거나,1
내용보다,1
유리한,1
인수내용을,1
제시하는,1
입찰자가,1
없을,1
최종,3
예정자로,1
선정되는,1
스토킹호스(Stalking-horse),1
방식,2
계약이다.하이트론,1
매각주간사는,1
17일까지,3
실사,1
인수제안서를,1
접수,1
인수예정자를,1
결정할,1
인수예정자는,1
30일까지,1
회생계획안을,1
작성해,1
법원에,1
제출해야,1
한다.앞서,1
하이트론씨스템즈는,2
감사보고서에서,1
의견거절을,1
상태다.,2
감사법인은,1
하이트론씨스템즈가,1
발행한,1
CB의,1
유출입,1
타당성을,1
입증할,2
없어서,1
거절했다고,1
결국,1
적정의견을,1
받지,1
못하고,2
1월,4
회생,1
신청했다.투비소프트는,1
기업용,2
사업으로,2
영위하는,2
회사다.,1
바이오신약,1
사업과,2
기타,1
사업도,1
대부분은,3
UI·UX,1
부문에서,1
나온다.투비소프트는,1
2017년부터,2
영업손실을,2
이어오고,1
"432억원,",1
영업손실,5
36억원을,1
기록했다.,4
당기순손실이,1
111억원에,1
달했다.,1
매년,6
200억원,1
안팎의,1
당기순손실을,1
있다.대규모,1
낸,1
원인,1
하나는,1
이자비용이다.,1
3분기,3
미상환,1
CB는,1
380억원에,1
여타,1
차입금,1
이자비용으로,1
3분기까지,1
32억원을,1
지출했다.,1
40억원가량을,1
이자로만,1
지급했을,1
추정된다.,1
매출의,1
10%가량이,1
이자로,1
새고,1
것이다.하지만,1
외부,1
조달을,1
멈출,1
상황이다.,1
적자가,2
오랜,1
누적돼,1
조달이,1
없으면,1
운영이,1
어려워지기,1
때문이다.,1
CB를,2
발행하고,1
그,3
이자가,1
만드는,3
악순환,1
구조인,2
셈이다.실제,1
하이트론씨스템즈를,3
인수하는,1
자금도,1
팔아,1
조달할,1
별도,1
현금성자산은,1
18억원에,1
불과하다.,1
상환받았던,1
13회차,1
140억원어치를,1
다시,1
팔았다.이처럼,1
CB로,1
연명하는,1
코스피,1
상장사인,1
인수할,1
‘CB공장’이,1
만들어질,1
있다는,2
우려도,1
제기된다.,1
실제,2
인수해,1
어떤,6
개선해,1
나갈지,1
알려지지,1
않은,7
“아직,1
계약,3
상태라,1
구체적으로,1
정해진,1
내용은,1
없다”며,1
“최종,1
인수예정자가,1
필요하다면,1
계획,1
밝힐,1
"수집""챗GPT",1
돌풍으로,1
AI챗봇,1
학습용,5
문의,1
"늘어나""[이데일리",1
정다슬,8
전문번역,12
플리토(300080)(대표,6
이정수)가,6
자사의,4
통합,8
수가,2
하루,2
50만,2
건을,2
최초,2
돌파했다고,2
챗GPT가,2
업계,4
돌풍을,1
일으키며,1
챗봇이,1
주목받고,1
상황에서,1
플리토는,13
ㅇ대화,1
지속적으로,2
예상했다.,5
통합언어,1
번역과,1
"검수,",4
대화하기,1
주제로,1
"텍스트,",4
"이미지,",4
수집하고,1
여기에는,2
챗봇,3
멀티턴,4
포함한다.,1
플랫폼에서,4
구축된,2
데이터는,3
플리토,25
AI엔진,1
수집과,2
"분류,",2
정제,2
거쳐,3
데이터로,5
완성된다.,3
"특히,",2
상담용,2
챗봇을,2
주제별,2
생성에,2
용이하다.플리토,1
“챗봇용,1
데이터와,5
국내보다,2
기업들의,1
러브콜이,2
"앞섰으며,",1
플리토의,7
40%,2
이상이,6
이미,6
해외에서,2
발생하고,3
유수,3
기업과의,3
올해도,2
비중의,2
지속적인,5
예상된다.이정수,2
“챗GPT의,1
급부상으로,2
챗봇용,3
데이터의,10
수요,2
역시,2
"급증하면서,",1
플리토에도,1
문의가,2
끊이지,2
않고,2
“전,1
세계,23
유저를,3
운영과,2
경쟁력을,2
"바탕으로,",1
입지,2
강화와,2
확대를,8
노력에,2
박차를,2
가하겠다”고,1
플리토가,10
이어지고,2
소식이,1
주가에,1
영향을,2
보인다.27일,1
9시26분,1
전날보다,1
10.52%,1
2만6800원에,1
있다.언어,1
데이터·전문번역,1
2012년,1
창립,1
이래,3
큰,6
수량이다.,1
인공지능(AI)에,1
커지면서,1
세계에서,1
이목을,1
끄는,1
것이,2
준,1
보인다.플리토는,1
웹과,2
앱을,5
"번역,",1
173개국,2
1000만명,4
"데이터로,",1
업계에서,1
주목하는,1
포함한다.플랫폼에서,1
AI엔진·시스템을,1
용이하다.,1
챗봇·언어,1
"""챗GPT",1
"급증했다""며",1
"""플리토에도",1
말했다.이어,1
"""전",1
바탕으로,7
"한다""며",1
"""데이터",1
"가하겠다""고",1
앱,4
설치,2
필요,1
플리토만의,2
QR코드,3
증강현실,1
메뉴판,4
제공전통시장,1
찾는,1
관광객,2
식도락,1
기대[이데일리,1
종로구,1
통인시장에,1
메뉴,19
번역,29
밝혔다.통인시장은,1
일제강점기,1
효자동,1
인근의,1
일본인들을,1
위하여,1
조성돼,1
6·25전쟁을,1
거치며,1
서촌,1
인구,1
증가와,1
상설시장으로,1
발전하며,1
명소로,1
급부상했다.,1
2012년부터는,1
엽전으로,1
음식을,1
구매할,1
‘도시락,1
카페,1
통’의,1
운영을,1
젊은이들과,1
관광객들의,1
홍응을,1
얻었다.플리토의,1
도입,2
통인시장,1
활성화의,1
일환이자,1
팬데믹,3
손님맞이를,1
결정이다.,1
OCR(광학문자인식),1
텍스트를,4
판독하여,1
25개,1
언어의,1
번역을,8
제공하는,8
인공지능(AI)이,1
1차로,1
번역한,4
집단지성,1
번역가들이,4
빠르고,1
검수를,1
진행한다.,1
용어집(TM:,1
Translation,1
Memory)과,1
1000만,5
명,3
사용하는,4
상의,1
검수,1
고유명사가,1
많고,1
"식문화,",1
식재료,1
설명이,1
포함되어,1
까다로운,1
정확하고,6
제공할,1
있다.이정수,4
“통인시장의,1
현대화된,1
시설과,1
인프라에,1
걸맞은,1
제공하게,1
되어,1
매우,1
기쁘다”며,2
“외국인,1
방문객들이,1
따로,1
설치해야,1
번거로움,1
전통시장의,1
먹거리와,1
고유의,1
문화를,1
모국어로,1
이해하고,1
즐길,1
"있도록,",1
시너지를,1
곳에,1
제공하겠다”는,1
포부를,1
원다연,1
플리토(300080)는,2
자사주,2
지급을,1
직원,1
보상하고,1
근로의욕을,1
높이기,1
1만,2
585주를,1
처분하다고,1
18일,2
처분,2
예정,1
금액은,1
2억,1
8579만,1
5000원이다.,1
자사주는,1
"7537주,",1
비율은,1
0.3%다.,1
신항섭,1
있던,1
자기주식,3
1만585주를,1
직원들에게,1
지급하기로,1
결정했다고,6
공시했다.처분예정금액은,1
2억8579만5000원이다.,1
정보기술(IT),1
기업과,2
18억457만원,1
코퍼스(Corpus),2
판매계약을,1
매출액의,2
19.32%규모로,1
계약기간은,4
이날부터,5
내년,5
5월15일까지다.,1
18억원,1
IT기업과,1
계약금액은,2
19.32%다.,1
5월15일이다.,1
구체적인,1
상대는,1
영업비밀,1
보호요청에,1
5월15일까지,1
공시가,1
유보됐다.,1
유저,2
개척다양한,1
고품질,6
생산-검수-제공,1
구축이정수(왼쪽,1
네번째),1
제13회,1
대한민국,4
데이터대상에서,1
과학기술정보통신부,4
장관,2
표창을,2
수상하고,1
기념사진을,1
찍고,1
(사진=플리토)[이데일리,1
플리토(300080)가,2
과학기술정보통신부가,1
주최하고,1
한국데이터산업협회가,1
주관하는,1
2022년,2
‘제13회,1
데이터대상’에서,1
수상했다고,3
밝혔다.2010년부터,1
개최되어,1
온,1
‘대한민국,1
데이터대상’은,1
"발전,",1
기술혁신,2
사회,2
공헌에,1
뛰어난,1
성과와,1
업적을,1
이룬,1
공로자를,1
선정하여,2
△데이터,3
비즈니스,1
공헌,1
총,6
3개,2
시상한다.,1
크라우드,1
소싱,1
학습에,3
"생산,",1
발전에,1
기여한,3
바를,1
높이,1
평가받아,1
‘데이터,1
비즈니스’,1
부문,1
수상의,3
영예를,3
안았다.플리토는,1
자사,3
범용,1
데이터뿐,1
"특허,",1
도메인별,1
용어를,1
포함한,1
"데이터,",3
"연령대,",1
"성별,",3
사람들이,1
동남아와,1
유럽,2
각국의,1
소수민족,1
세분화된,1
구축하고,1
유저의,2
양질의,3
국내외,9
기관에,1
판매해,1
왔으며,1
정부의,4
공공,1
사업에도,1
다수,1
참여했다.,1
"5일,",1
제59회,3
무역의,7
날,5
기념식에서,4
‘300만불,4
수출의,13
탑’을,1
수상하며,1
국내를,1
넘어,4
시장에서도,1
인정받는,1
가공,1
입증했다.이정수,1
“초거대,1
"AI,",1
‘데이터리즘’,1
시대의,1
도래와,1
품질과,1
신뢰성이,1
점점,2
중요해지고,1
있다”라며,1
“플리토는,1
유형의,1
제공함으로써,1
발전을,1
지속,1
노력해,1
나가겠다”고,1
요약통합,1
개척2023년,1
선도기업,1
도약,1
목표플리토가,1
탑’과,1
‘서비스탑’을,2
동시,4
수상했다.,3
사진은,2
윤석열,2
대통령(왼쪽)과,1
이정수,4
대표.,1
'제59회,1
기념식'에서,1
'300만불,1
탑',1
수상과,2
더불어,7
최상위,2
기업에게,1
주어지는,2
'서비스탑'까지,1
밝혔다.한국무역협회는,2
날을,2
맞아,2
개척하고,2
자본의,2
우수성을,3
알리는,2
기업들을,2
선정해,1
탑을,5
수여하고,2
있다.플리토는,6
100만불,3
탑,4
수상,2
만인,2
300만불,4
발달과,2
급증하고,2
"가운데,",2
판매가,2
수출,5
견인했다.플리토는,2
활동하는,2
정확도,2
구축할,3
참여자들의,2
자발적인,2
활동을,4
수집-검수-저장-판매로,2
이어지는,2
구조가,2
이뤄지고,1
중국과,2
일본에,2
영업망을,2
지사를,2
운영하고,3
"있으며,",5
"미국,",2
"영국,",2
"싱가포르,",3
"인도네시아,",2
"베트남,",2
"홍콩,",2
과테말라,2
국가에,2
수출하고,2
기업들과,2
논의,1
사업들을,2
"기준으로,",1
내년에는,1
비중이,2
예상하고,1
“집단지성,2
번역으로,2
시작한,2
예측하고,2
발,2
성장시킨,2
결과,6
안았다”며,1
“향후,3
수십조,2
원,3
규모까지,2
예상되는,2
시장에서,2
리딩,2
자리매김할,2
앞으로도,2
다하겠다”고,2
"2년만""내년",1
글로벌IT,1
비중,1
늘,1
"것""플리토가",1
열린,4
수출의탑’과,1
대통령과,1
대표.(사진=플리토,1
제공)[이데일리,1
탑’,1
‘서비스탑’까지,1
해외시장을,1
2020년에도,1
달성하며,1
사업에서도,1
성장하고,1
이루어지고,1
“현재,1
여러,7
논의하고,1
“내년에는,1
말했다.이정수,1
"안았다”며,",1
비교평가로,1
언어AI,1
활용[이데일리,1
모바일,4
앱에,2
기능을,1
추가하여,1
업데이트를,1
진행했다고,1
8일,1
밝혔다.이번,1
개편,1
중점을,1
둔,1
기능은,1
‘번역기,2
모아보기’이다.,1
유저는,1
회원가입과,1
로그인,1
없이도,1
요청하면,1
AI번역,1
결과를,10
비롯해,4
번에,1
모아보기’,1
기능이,1
△외국어에,1
유저들에게,1
번역기,2
비교해,1
보는,1
재미를,1
제공해줄,1
거시라고,1
기대했다.,1
△전혀,1
모르는,1
외국어를,1
번역할,1
때에도,1
파악하기에,1
용이해,1
오역이나,1
누락,1
방지할,1
설명했다.이정수,1
“더,1
나은,1
찾기,1
가지,1
사용하면서,1
비교한,1
경험은,1
누구에게나,1
것”이라며,1
“번역,1
사용자들께,1
편리하고,1
효율적인,4
드림과,1
"동시에,",1
학습시키는,1
번역의,3
우수한,8
품질을,1
기대한다”고,1
말했다.다양한,1
번역기의,1
결과는,2
유저들의,1
비교,2
평가를,7
학습을,1
또한,3
고객사,1
요청,1
성능,5
참고,1
자료로,1
제공될,1
수도,1
앱으로,2
기반의,3
"서비스,",1
‘메뉴,8
번역’과,1
9개,5
언어로,5
QR메뉴,1
제공AI,1
번역가들의,1
검수로,1
자연스러운,6
제공[이데일리,2
이태원지구촌축제에서,2
QR,3
"선보였다.이태원로,",1
보광로,1
이태원,1
관광특구,1
일대에서,1
15일,4
축제에는,1
세계각국의,1
60여개의,1
음식부스가,1
들어섰다.,1
"일본어,",3
중국어,4
"번체,",3
"간체,",1
"프랑스어,",3
"독일어,",3
"스페인어,",3
"아랍어,",1
베트남어,1
제공되는,1
메뉴를,3
방문객들의,1
즐거움을,1
높였다.플리토의,1
번역’은,3
음식점의,3
안내문을,3
다국어로,3
번역해,5
메뉴로,2
서비스다.,3
음식점,1
운영자가,3
이미지만,1
업로드하면,1
3~5일,1
내로,1
번역이,2
OCR,3
사용하여,1
이미지로부터,1
판독한,3
인공지능(AI)으로,2
검수해,3
제공한다.인파가,1
몰리는,1
축제에서,1
방문객들은,1
스캔만으로,1
음식,1
부스의,1
메뉴와,1
설명을,1
자동번역만으로는,1
설명과,1
식재료도,1
적혀있어,1
음식에,1
이해를,1
높인다.이정수,1
“우리나라,1
축제인,1
선보이게,1
돼,3
“간편하고,1
빠르면서,1
"통해,",2
축제뿐,1
코로나를,1
견뎌내신,1
자영업자분들이,1
손님들을,1
맞이하고,1
매출도,1
성장할,4
있기를,1
진심으로,1
바란다”고,1
말했다.플리토는,1
4년,1
연속,1
미쉐린,1
가이드에,1
선정된,1
금돼지식당을,1
여의도,1
더현대,8
"서울,",1
제주관광공사,1
등에도,3
방식의,4
"제공했으며,",1
국제,8
활성화를,1
쇼핑몰과,1
"지자체,",1
축제,3
기회,2
제29회,3
전산언어,4
학술대회,4
참가크라우드소싱,1
경쟁력부스,1
전시,2
강연,1
선보일,1
예정[이데일리,1
12일부터,2
경주,3
화백컨벤션센터(HICO)에서,2
‘콜링(COLING),2
2022’에,2
‘골드,2
스폰서’로,2
참가한다고,3
밝혔다.콜링은,1
자연언어처리,2
전산언어학,4
학술대회다.,2
경주는,1
8월,4
뉴멕시코에서,2
개최된,4
‘콜링,4
2018’,2
회의에서,2
경쟁,5
도시들을,2
제치고,2
개최지로,2
선정됐다.,2
콜링이,1
것은,2
이번이,1
처음이다.,1
올해는,2
20여,2
개국,2
1500명,2
관계자들이,3
온라인,2
오프라인으로,2
참석해,3
논문,2
발표하고,2
인사이트를,2
공유할,2
예정이다.플리토는,2
홍보,4
크라우드소싱,2
생산하는,2
보유,3
엔진의,2
증명한다.,2
컨퍼런스,3
연사로,3
나서,2
설계,2
중요성에,2
발표할,2
예정이다.아울러,1
행사,3
이틀째인,2
13일에는,1
별도의,2
리셉션,2
행사를,3
관계자들,2
자유로운,2
네트워킹의,2
장을,2
마련한다.,2
참여를,2
원할,2
"경우,",2
2022’,2
행사장,2
또는,2
가상공간,2
‘게더타운’에,2
마련된,2
방문하면,2
된다.,2
요약국제,1
학술대회…국내,1
최초로,6
개최크라우드소싱,1
경쟁력…부스,1
전시·강연,1
예정이정수,1
나서[서울=뉴시스],1
밝혔다.오는,1
열리는,2
학술대회에는,1
예정이다.콜링은,1
"학술대회로,",1
경주가,1
전산언어학은,1
"자연어,",1
즉,1
글을,1
기계가,1
학습하고,1
이해할,1
핵심,4
하나다.,1
13일,2
메뉴총,1
번역’,4
서울에,2
밝혔다.플리토는,2
식당가와,2
푸드코트에,2
입점한,2
음식점에,2
출시한,3
메뉴판과,2
다운로드해,2
메뉴판의,2
사진을,2
찍어,2
"올리면,",2
제공한다.더현대,1
방문객은,2
비치된,2
QR코드를,2
영어와,2
간체,2
"베트남어,",2
아랍어,2
번역된,2
연관,2
이미지와,2
스마트폰으로,2
“메뉴,1
정확도뿐만,2
이름과,2
설명문에,2
담긴,3
문화적,2
요소까지,2
살린,2
현지의,3
친숙하지,2
재료,2
이름도,2
이해하기,2
준다”고,1
강조했다.더현대,2
서울의,2
메뉴는,2
이달부터,2
쇼핑몰,2
식당가,2
푸드코트의,2
방문객이라면,2
누구나,2
사용해,2
볼,2
지자체와의,2
협업으로,2
유명,2
"관광지,",2
먹자골목,2
서울과의,2
쇼핑몰뿐만,2
월드컵,2
"행사,",2
방문이,2
곳을,2
공격적인,3
마케팅,4
전개해,2
"요약""인공지능·전문",1
번역가,1
시너지로,1
완벽한,1
"제공""QR코드",1
편의성,2
극대화,1
관광산업,1
증대를,1
인공지능으로,1
"""메뉴",1
"준다""고",1
뷰노,33
"""만성질환",1
'하티브',1
출시…혈압계·앱,1
"구성""",1
[뷰노,2
제공.,7
재판매,7
금지](서울=연합뉴스),6
조현영,6
뷰노는,34
가정용,4
의료기기와,1
구성된,1
만성질환,1
'하티브(Hativ)'를,1
출시했다고,1
하티브에는,1
심전도,3
측정,3
'하티브,3
"P30',",1
자동전자혈압계,1
"BP30',",1
체온계,1
TP30'이라는,1
3종이,1
포함됐다.,1
의료기기로,1
측정된,1
정보는,1
앱인,1
'하티브케어'에서,1
관리할,1
하티브,1
출시로,1
그간,1
병원을,1
진행해온,1
확장한다고,1
이예하,15
"""하티브는",1
B2C,1
확장을,1
뷰노의,13
신성장,1
동력,1
확보뿐,1
소비자들이,1
일상생활에서,1
생체신호를,1
측정하고,1
"기록하며,",1
병원과,1
공유하는,1
생태계,2
구축의,1
"""궁극적인",1
목표인,1
헬스케어의,3
실현과,1
실용화를,1
hyun0@yna.co.kr,6
심정지,17
"발생,",1
중환자실,4
"예측""소아청소년",1
안전,1
지킬,1
힘,2
쓸,2
"것""인공지능(AI)",1
‘뷰노메드,20
딥카스’,2
운영,1
화면.,1
사진,3
제공=뷰노[서울경제],1
뷰노(338220)가,2
딥카스’의,2
19세,5
미만,5
소아청소년,7
대상,3
가능성을,2
입증한,2
연구,13
논문이,1
대한중환자의학회가,2
발행하는,4
국제학술지,3
‘ACC(Acute,1
and,2
Critical,2
Care)’에,1
게재됐다고,1
밝혔다.서울대,1
어린이병원,3
참여한,2
연구는,7
발생,7
검증하기,1
이뤄졌다.,2
결과에,2
뷰노메드,30
딥카스는,8
호흡·체온·혈압·맥박,1
필수,2
활력,3
징후를,1
△병원,1
발생(IHCA),1
△예기치,1
일반,1
병동에서,1
이동(UIT),1
△오경보율,1
분석하는,1
알고리즘,2
정확도를,1
보였다.뷰노메드,1
알고리즘인,1
‘modified,1
PEWS’,1
등과,1
"했는데,",1
IHCA,1
지표,1
평가에서,1
0.089,1
"0.865를,",1
UIT,2
평가에선,1
0.134,1
0.897을,1
IHCA와,1
모두,1
알고리즘의,2
평가하는,1
"지표로,",1
1에,1
가까울,1
수록,1
정확도가,2
높다.생명과,1
직결될,1
소아청소년의,1
심폐소생술,1
시행,1
건수는,1
2010년,1
806,1
건에서,1
913,1
건으로,1
증가하는,1
추세다.,1
부족한,3
소아청소년과에서도,2
환자의,8
안전을,3
지키고,3
도울,3
"전했다.한편,",1
9월,4
식품의약품안전처로부터,8
혁신의료기기로,13
지정됐으며,1
허가를,2
획득했다.,1
딥카스[뷰노,1
'뷰노메드,16
딥카스'의,1
나타났다고,1
전자의무기록(EMR)에,1
혈압·맥박·호흡·체온,1
징후,2
분석해,8
위험을,2
감시·예측하는,1
의료기기다.,2
연구팀은,4
서울대,2
"어린이병원,",4
세브란스,2
의료기관,3
5곳에서,1
일반병동,4
입원,5
환자를,4
기기의,1
원내,5
검증했다.,1
데이터만으로,1
정확도와,2
오경보율,2
평가,1
지표에서,1
입증했다고,1
연령이나,2
시간,2
상관없이,1
유효성을,3
보였다고,2
"""향후",1
"힘쓰겠다""고",1
연구결과는,1
'대한중환자의학회지'(ACC)에,1
게재됐다.,1
적용뷰노는,1
소아·청소년을,1
논문을,1
과학기술논문인용색인(SCI)급,1
‘Acute,1
Care(ACC)’에,1
게재했다고,1
딥카스의,1
분석한,1
다기관,1
임상이다.,1
장원경,1
서울아산병원,1
교수팀과,1
3차,1
5곳에,1
입원한,1
수행했다.,1
삼성서울병원,1
"소아청소년센터,",1
경북대,1
부산대,1
등이다.연구,1
네,4
종류의,1
활력징후만으로,1
"심정지,",1
예기치,1
전실,1
"정확도,",1
평가지표에서,1
입증했다는,4
연구에,1
의료기관이,2
전실이나,1
발생의,1
빈도,1
"달랐지만,",1
기관에서,1
오경보율을,1
확인했다고,1
제한,1
딥카스가,2
대상으로도,1
중증,1
악화를,1
"예측해,",1
유용하게,1
기대,1
소아청소년과에,1
도입되면,1
안전관리를,1
개선할,1
“이번,4
예측에,1
혁신적인,1
솔루션임을,1
입증하고,1
제품의,3
범용성을,1
확인한,1
성과”며,1
“뷰노의,1
노력하겠다”고,4
의료AI,4
선진입,1
의료기술로,1
지정됐다.,4
성인,1
비급여,2
진입했다.,2
제6호,1
"지정됐고,",1
확증임상,1
받았다.,1
태국,6
두,4
번째,3
안저,18
판독,27
펀더스,22
AI',2
[사진,1
뷰노],2
AI’가,4
식약청으로부터,2
인증을,9
획득했다고,4
안구의,2
뒷부분인,7
안저의,7
분석한다.,2
당뇨망막병증과,2
"황반변성,",5
녹내장,7
망막,7
질환을,3
진단할,1
소견의,2
유무와,4
병변의,5
위치를,7
제시한다는,3
진단을,4
의료기기를,2
개발했다.,4
7월,5
식품의약품안전처(식약처)로부터,1
1호,6
태국과,1
"사우디아라비아,",1
"대만,",1
말레이시아,2
강화했다.,1
“태국에선,1
흉부,28
엑스레이,7
체스트,6
엑스레이’,2
2개를,1
상용화하게,3
“태국은,2
적극적인,3
지원과,3
투자로,1
아세안,2
지역에서,3
“주력,2
만큼,4
가속하겠다”고,1
펀더스[뷰노,1
금지],1
(서울=연합뉴스),1
조승한,1
AI'가,6
태국에서,2
엑스레이'를,1
포함해,1
개,1
안구,5
속,5
"당뇨망막병증,",3
질환,4
필수적인,3
소견이,2
있는지와,2
알려준다.,2
"""태국은",1
투자를,2
"국가로,",1
강화에,2
기회가,1
"기대한다""며",1
"""주력",1
각국,2
현장에,1
연이어,4
가속할,1
활동에,1
"매진하겠다""고",1
shjo@yna.co.kr,1
상용화뷰노는,1
식약청(Thailand,1
FDA)으로부터,1
인증으로,1
개의,2
됐다.뷰노메드,1
당뇨망막병증,2
황반변성,2
진단하는,2
소견과와,1
수초,3
안에,1
개발된,5
"의료기기로,",3
지정됐다.뷰노는,3
제품들의,2
인허가를,4
획득하고,1
사우디아라비아,1
대만,9
싱가포르,7
아세안(ASEAN),1
국가”라며,1
각국에,1
"만큼,",1
가속화하겠다”고,1
4분기,3
'딥브레인',1
FDA,2
예상지난해부터,1
진출,1
다져국내선,1
'딥카스'로,1
본격화올해,1
공급계약,2
34억원…,1
3년,2
흑전,1
기대이,1
기사는,1
2022년12월12일,1
09시45분에,1
팜이데일리,1
콘텐츠로,1
선공개,1
되었습니다.[이데일리,1
석지헌,1
시장인,1
진출에,1
드라이브를,1
걸고,1
순차적으로,1
진입할,1
전망되면서,1
상승,1
기대감을,1
키우고,1
있다.‘뷰노메드,1
CT,33
AI’,1
운영화면,3
예시.(제공=,1
뷰노)9일,1
제약·바이오,1
업계에,1
"딥브레인’,",1
2024년,1
상반기,2
흉부CT,5
AI’에,1
품목허가,1
획득을,1
기대하고,2
딥브레인은,1
뇌를,1
100개,1
구간으로,1
구분해,1
정량화하는,1
폐,10
영상에서,5
결절을,6
검출하고,4
정량적인,5
하버드의대,2
매사추세츠,2
종합병원(MGH)과,2
성능평가를,1
임상을,1
공동으로,3
