단어,개수
정다슬,1
“지능이,1
높은,3
아이라도,1
학습해야,1
똑똑해질,1
있죠.,1
마찬가지입니다.,1
학습할,1
데이터가,3
없으면,1
똑똑해지지,1
못하죠”,1
언어데이터,1
업체,2
‘플리토(300080)’의,1
이정수,1
가진,5
이데일리와의,1
인터뷰에서,1
“언어,1
아직,4
초기,1
단계”라며,1
이같이,1
AI스피커나,1
"AI번역,",1
광학문자판독기술(OCR),1
언어데이터를,2
상용화되고,1
있지만,2
“인간으로,1
보면,1
이제,1
말문이,1
열린,1
상황”이라는,1
“이제,1
질이,1
좋고,1
단계에,1
들어섰다”고,1
했다.인류와,1
진화해온,1
언어체계를,1
아무리,1
똑똑하다고,1
한들,1
단기간에,1
따라잡기는,1
않다.,1
정확한,3
번역을,8
위해선,1
사람이,1
꼭,1
필요하다.,1
일례로,1
메뉴판,9
들었다.,1
제주도의,1
대표,2
음식인,1
‘몸국’을,1
기계번역을,1
하면,1
‘body,1
soup’라고,1
번역된다.,1
기계번역의,1
‘오류’를,1
일일이,1
수정하고,1
외국인이,1
몸국이,1
무엇인지,1
이해할,1
‘gulfweed,1
soup’로,1
것은,3
인간이,1
집단지성의,1
힘이다.,1
일본의,1
선술집,1
메뉴판(왼쪽)을,1
번역한,2
것.,1
타사의,1
실시간,2
자동,1
번역기(가운데)와,1
플리토의,4
번역서비스를,1
이용한,1
메뉴판(오른쪽).,1
플리토는,12
AI번역에,1
그치지,1
링귀스트의,1
검수과정을,1
제공하는‘메뉴판,1
서비스’도,1
음식점,2
운영자가,1
‘메뉴,2
번역’,2
애플리케이션을,1
다운받아,1
찍어,1
"올리면,",1
다국어로,1
이미지를,2
QR,2
코드를,1
제공한다.,7
손님은,1
QR코드를,1
촬영해,2
"영어,",3
"일본어,",2
중국어,3
번역된,3
보고,4
주문을,1
실시간으로,2
제공돼,1
변경이,1
이뤄지면,1
반영한,1
(사진=플리토,1
제공)플리토는,1
‘아케이드’를,1
일을,1
단시간에,1
구현해낼,1
세계,9
유저가,1
참가해,1
플리토가,6
언어와,1
관련된,1
미션을,1
수행한다.,1
미션은,1
번역부터,1
문맥에,1
문장,2
"만들기,",1
"읽기,",1
사진에,1
담긴,1
글을,1
쓰기,1
다양하다.,1
대신,2
참여자에게,1
현금화할,1
포인트를,1
보상으로,1
준다.,1
교차,1
체크한,1
고품질의,3
수집해,1
힘이,1
바로,1
경쟁력이다.이,1
“구글,1
"번역,",4
네이버,1
파파고,1
글로벌·대기업,1
무료,1
나오면서,1
염려하는,1
목소리가,1
"있는데,",1
이들,1
기업은,1
경쟁사가,1
아닌,2
협력사”라면서,1
“최근,1
가능성이,2
확인되며,1
많은,1
플레이어들이,1
참가하는,1
상황”이라고,1
설명했다.그는,1
“회사,1
창립했던,1
2012년부터,1
2016년까지는,1
사실상,1
버티기였다.,1
판매한다고,1
했을,1
비웃던,1
이도,1
있었다”고,1
회고했다.,1
지금은,1
정,1
반대다.,1
‘인간답게’,1
말하려고,1
할수록,1
사투리나,1
네이티브,1
스피커가,1
발음,1
필요해질,1
수밖에,2
없다.,1
상반기만,1
판매로,1
49억원의,1
매출을,6
올렸다.,1
2분기는,1
흑자,10
전환했다.,1
기울이는,1
영역은,1
전문번역이다.,1
시대가,1
오면,1
번역가라는,1
직업부터,1
사라질,1
전망이,1
나왔지만,1
역설적으로,1
언어AI,1
시장이,1
개화하기,1
시작한,1
2018년부터,1
전문번역,8
뛰어들었다.,1
40여,1
명의,1
인하우스,1
번역가와,1
일하고,1
"소설,",2
만화,1
감성을,1
건드리는,1
대체하기는,1
어려울,2
봤기,1
때문이다.,1
MTPE(기계번역,1
사후교정)이나,1
반복되는,1
고유명사,1
"통일,",1
맞춤법,1
검수,1
번역작업이,1
효율적으로,1
이뤄질,2
개발하고,1
있다.이,1
“언어는,1
고귀한,1
것이고,1
번역은,3
창작의,1
영역”이라며,1
“그,1
고귀함을,1
존중하며,1
사람들이,1
잘,1
기여하고,1
싶다”고,1
요약언어,1
데이터·전문번역,1
고른,1
성장[서울=뉴시스],1
기준,4
기록했다.,6
공시를,1
연결재무제표,1
45억,1
영업이익,3
10억,1
원으로,1
전환에,2
성공했다고,1
밝혔다.이는,1
전년,1
동기,1
매출액이,1
216.0%,1
수치로,1
영업이익률도,1
21.8%로,1
역대,1
분기,1
최대치다.플리토는,1
집단지성,1
"아케이드,",1
다국어,11
제공해,5
데이터의,1
"요청,",1
"보상,",1
생산의,1
기본,1
구조에,1
"수집,",1
"검수,",1
분류,1
저장으로,1
이어지는,1
저작권,1
판매하는,1
유일의,1
초부터는,1
공격적인,2
마케팅,1
활성,1
수가,2
1분기,1
125%,1
증가했다.특히,1
대상,2
비즈니스의,1
가시적인,1
성과를,1
거뒀다.,1
다수의,2
코퍼스(언어쌍),1
판매,5
연이어,1
수주하는,1
확장에,1
붙이고,1
특정,1
통용되는,1
단어들을,1
맞춤식으로,1
‘기업,2
특화,3
API’를,1
유수,1
대기업,1
스타트업에,1
"납품했고,",1
팬데믹,1
현지화를,1
준비하는,1
기업들을,1
대상으로,5
영업에,1
나서고,1
있다.플리토의,1
주력사업,1
하나인,1
견인했다.,1
전문번역실은,1
말부터,1
고급,1
전문번역가,1
집중한,1
결과,2
대형,1
고객사를,1
포함한,2
산업의,2
기관,2
다수,1
수주했다.,1
웹툰,1
"영상,",1
급성장,1
전문번역실의,1
나가겠다는,1
제주관광공사의,2
‘디지털,1
사업’에,1
참여하고,1
"있으며,",2
해외,10
"지자체,",2
국제,3
행사,1
등과,1
중이다.이정수,1
“통합,2
플랫폼과,1
API,1
"공급,",1
고르게,1
성장했다는,1
전환,5
달성의,1
본질적인,1
성과”라며,1
수십조,1
원,2
규모로,1
예측되는,1
수요에,1
선제적으로,3
대응해,1
국내를,1
선도,1
발돋움해,1
요약다국어,1
'플리토,1
엔터프라이즈'기업용,1
"최다,",1
37개,2
지원사용,1
편의성·관리,1
효율성·보안성…고객,1
현지화,2
서비스[서울=뉴시스],1
고객을,2
‘플리토,5
엔터프라이즈’를,2
출시했다.‘플리토,1
엔터프라이즈’는,3
현지화로,1
지속적인,2
작업이,1
기관에,1
최적화된,1
플랫폼이다.,1
"중국어,",1
일본어,1
언어뿐만,1
"인도네시아어,",1
"베트남어,",1
"헝가리어,",1
스와힐리어,1
최다,1
수인,1
언어를,1
지원한다.대부분의,1
"계약서,",1
문서,1
기업의,1
중요,1
문서들을,1
이메일로,1
주고받아,1
보안에,1
취약할,1
"있고,",1
병행,1
시,2
현황,1
히스토리의,1
관리도,1
어렵다.,2
고객사별,2
‘대시보드’를,1
▲번역,2
요청,2
▲견적,1
확인,2
결과물,1
수령,1
▲지난,1
프로젝트의,1
과정을,2
상에서,2
번에,1
확인할,4
희망하는,3
언어쌍과,1
희망,1
"완료일,",1
상세,1
요청사항,1
자유롭게,1
기재할,1
프로젝트별,1
맞춤식,1
가이드라인에,1
있다.특히,1
고유의,1
접속,1
링크와,1
계정을,1
파일,1
유출,1
방지를,1
워터마크,1
삽입,1
기능을,3
추가해,1
플랫폼에,1
필수적인,2
보안성을,1
한층,1
강화했다.,1
오랜,1
운영,1
편의성과,1
효율을,1
극대화한,1
인터페이스)를,1
제공한다.이정수,2
“기존,1
LMS(현지화,1
시스템)의,1
사용성과,1
강화한,1
출시하게,1
됐다”며,3
“플리토는,1
"엔터프라이즈’,",1
API’,1
고객사의,1
성공을,1
품질의,1
나가겠다”고,1
"요약제주관광공사,",1
도내,1
지원플리토의,1
높게,1
평가[서울=뉴시스],1
지원한다고,1
26일,1
밝혔다.도내,1
관광음식점,2
우수관광사업체를,1
사업은,1
메뉴판의,1
"간체,",1
번체,1
QR코드,1
촬영만으로,1
스마트폰,1
설정,1
언어에,1
해당,7
외국어의,1
메뉴판을,1
자동으로,1
보여주는,1
방식이다.음식,1
메뉴의,1
일반,1
번역과는,1
달리,2
고유한,1
메뉴명과,1
"재료명,",1
현지,6
식문화,1
번역에,1
반영돼야,1
까다로운,1
작업이다.,1
그런,1
이유로,1
기업들이,1
"경우,",1
이미지의,1
OCR,1
"오류,",1
부정확하거나,1
잘못된,1
완성도에,1
미흡한,1
수준이다.,2
▲번역가가,1
검수한,1
▲전용,1
앱과,4
▲메뉴별로,1
조회,1
연관,1
음식점에서,1
앱에,1
올리고,1
외국어들을,1
"선택하면,",1
플리토에서,1
1차,1
2차,1
번역가,1
검수를,1
정확하게,2
페이지를,1
QR코드로,1
제주관광공사와의,1
대한민국,1
관광명소,1
제주를,1
방문하는,1
외국인들께,1
완벽하게,1
메뉴들을,1
선보일,3
돼,3
매우,3
"기쁘다""며",3
기업들과의,1
긴밀한,1
코로나,1
관광산업,1
활성화,1
노력을,1
적극,1
지원해,1
"나가겠다""고",1
말했다.디지털,1
제작을,1
제주도,1
우수관광사업체는,1
제주관광공사,1
공지사항을,1
참고해,1
8월,3
11일까지,1
신청할,1
플리토(300080)는,2
IT기업과,1
22억,1
코퍼스,1
"공시했다,",1
이는,4
22.57%에,1
해당하며,1
계약기간은,5
11월8일까지다.,1
◇위드텍=56억원,1
반도체,1
모니터링,1
장비,1
계약.◇메가스터디=45억원,1
취득,1
결정.◇플리토=국립국어원에,1
25억원,2
학습용,5
계약.,1
국립국어원과,4
‘코퍼스’,1
공급계약을,4
계약금액은,2
25억500만원으로,1
매출액의,2
25.36%에,3
해당한다.,4
이날부터,4
2023년,5
2월26일까지다.,3
25억5000만원,2
매출액대비,1
해당하는,3
규모다.계약기간은,1
6월27일부터,1
내년,13
류병화,1
코스닥,5
상장사,2
공시했다.계약금은,1
연결,2
매출의,1
25.36%,1
규모다.,2
[헤럴드경제=증권부],1
데이터(코퍼스;Corpus),1
공시했다.계약금액은,1
25억5000만원으로,1
규모이다.계약기간은,1
2월,3
26일까지다.,1
요약50억원,1
제1회차,3
전환사채,3
발행표면이자·만기이자,1
0%…실적,1
개선,3
기대감[서울=뉴시스],1
뷰노가,9
상장,9
자금조달에,2
나서는,1
가운데,3
가파른,1
금리,2
인상,1
국면에도,1
조건으로,2
전환사채(CB)를,1
발행해,1
눈길을,1
끌고,1
기술특례,1
상반기에만,1
113억원,1
영업손실을,1
내는,2
아직까지,1
실적부진이,1
이어지고,1
"있지만,",2
AI기반,1
생체,2
신호,2
제품이,2
건강보험,4
비급여,13
진입하면서,2
투자자들의,1
기대를,1
받고,1
해석된다.3일,1
금융투자업계에,1
뷰노는,18
전날,1
운영자금,4
조달을,2
50억원,2
전환사채를,3
발행했다.,2
표면이자율과,3
만기이자율은,3
모두,8
0%다.,3
발행,4
대상자는,1
지브이에이펀드와,2
"타이거펀드,",2
"스카이워크펀드,",2
제이에스엘에쿼티파트너스,2
등이다.이번,1
CB는,2
상장한,2
발행이다.,2
미국,6
진출을,7
임상,2
사업비용,2
추진에,2
운영비용이다.눈에,1
띄는,1
점은,1
간밤,1
연방공개시장위원회(FOMC)에서,1
4연속,1
'자이언트,1
스텝'(한번에,1
기준금리,1
0.75%포인트),1
인상),1
결정이,1
나오는,1
세계적인,4
상승기에,1
'제로금리',1
CB,4
발행에,4
성공했다는,2
점이다.유동성,1
경색,1
국면에서도,1
좋은,1
성공한,1
배경에는,1
본격화,1
깔려있는,1
뷰노의,18
매출액과,1
영업손실은,2
"22억원,",1
178억원을,1
"기록했고,",1
상반기에도,1
"11억원,",2
영업손실,1
113억원에,1
그쳤다.,2
하지만,1
심정지,7
의료기기,22
'뷰노메드,8
딥카스(VUNO,4
Med-DeepCARS)'가,2
개선에,2
청신호가,1
켜지고,1
있다.뷰노메드,2
딥카스는,3
병원,2
입원,4
환자를,2
24시간,3
이내,4
발생,4
위험을,2
예측하는,1
기기다.,1
"혈압,",2
"맥박,",2
"호흡,",2
체온,2
4가지,2
활력,2
징후를,2
분석해,9
환자의,4
발생을,2
막아준다.,2
최초로,5
선진입,3
의료기술로,3
"지정됐고,",2
8월부터,2
항목으로,3
편입됐다.,2
환자에게,2
1일,2
당,1
청구가,2
가능해졌다.CB,1
참여한,2
기관들도,2
기대감에,1
알려졌다.,1
자금이,1
임상인,2
긍정적인,2
작용했다.증권업계,1
"""주식",1
전환가액,1
조정이,1
특성,1
상,1
과거에는,1
제로금리,1
발행이,1
줄을,1
이었지만,1
세계적으로,1
금리가,2
오르면서,1
금리도,1
높아지는,1
"추세""라면서",1
"""이런",1
상황에서,2
제로금리의,1
기관투자자로부터,1
상승에,1
얻었다는,1
해석할,1
전환가액은,3
5904원이다.,3
최저,1
리픽싱,1
한도는,1
4133원이다.,1
11월2일부터,2
전환청구가,1
가능하다.,3
전문업체,1
연일,1
상승하는,1
이자율,1
0%의,1
성공했다.3일,1
뷰노에,2
목적의,1
50억원의,1
투자자는,1
등이다.,1
CB의,1
투자목적은,1
운영비용이다.뷰노는,1
뷰노메드,18
예측한다.,1
딥카스를,1
알려졋다.,1
CB를,1
"발행하고,",1
작용했다.,1
증권업계,1
"""최근",1
회사채,1
자금경색이,1
심해진,1
무이자CB,1
발행은,1
이례적인,1
"일""이라며",1
"""기관",1
투자자들이,1
기업가치가,1
저평가,1
"되고,",1
캐시카우(현금창출원)으로,1
기대되는,1
딥카스의,2
가능성을,1
높이,1
"봤다""고",1
김응태,2
뷰노(338220)는,1
목적으로,1
1회차,1
무기명식,2
이권부,1
무보증,1
사모,2
발행을,1
사채만기일은,1
2027년,2
11월2일까지다.,1
전환청구기간은,1
10월2일까지다.,1
주식총수,1
6.93%에,1
84만6883주가,1
발행될,1
대만,12
CHC와,1
총판,4
계약,2
골연령,4
판독,11
보조,5
본에이지'가,2
식품의약품청(TFDA)으로부터,1
인증을,11
획득했다고,4
종합,1
의료기업,1
CHC헬스케어그룹과,2
본에이지의,1
판매를,2
본격화할,5
CHC는,2
대만에서,2
40여년,1
축적된,1
"전문성,",1
그룹,1
산하,2
대형병원과,1
병원망을,1
기업이란,1
설명이다.,4
의료영상,2
4종에,1
대해,3
지역,1
인허가,2
"획득,",1
"마케팅,",1
"판촉,",1
유지보수,1
담당한다.,1
본에이지는,4
1호,3
의료기기다.,4
인공지능을,1
수골(손뼈),1
엑스레이를,2
판독을,2
돕는다.,1
결과를,8
키,1
담은,1
보고서를,1
의료진과,1
만족도를,1
높인다고,1
이예하,6
뷰노,15
"""뷰노메드",1
400여개,1
이상,4
의료기관에서,2
사용되며,2
임상적,3
유효성을,3
입증한,1
"제품""이라며",1
"""지난",1
허가를,2
획득한,2
체스트,4
엑스레이와,2
현장에서,3
널리,2
"매진하겠다""고",2
"본에이지,",1
식품의약청,1
인증,7
획득[뷰노,2
제공.,2
재판매,2
금지](서울=연합뉴스),1
조승한,2
식품의약청(TFDA)으로부터,1
받았다고,4
본에이지,1
방침이라고,1
"""국내",1
최초,2
400여,1
개,3
"입증했다""며",1
"""지난해",1
파트너와,1
활동에,1
AI로,1
손뼈(수골),1
의사의,1
제품이다.,2
shjo@yna.co.kr,2
포화…포트폴리오,1
중복,1
경쟁,1
격화실적도,1
암울…연매출,1
100억,1
넘는,2
전무연평균,1
50.2%,3
성장하는,3
"희망루닛,",1
상반기,13
84%가,2
매출이,3
기사는,2
2022년10월12일,1
08시28분에,1
팜이데일리,2
프리미엄,2
콘텐츠로,2
선공개,2
되었습니다.[이데일리,2
김새미,2
실력을,1
갖춘,1
진단업체들이,2
늘어나면서,1
치열한,1
경쟁을,1
벌이고,1
산업인데다,1
경쟁이,3
격화되면서,1
대부분,1
업체는,1
안정적인,1
수익구조를,1
갖지,1
형국이다.,1
일부,1
업체들은,2
진단시장,3
도약을,1
노리고,1
주목된다.,1
포화…실적도,1
부진11일,1
의료기기업계에,2
진단산업계에는,1
"제이엘케이(322510),",1
"루닛(328130),",1
"뷰노(338220),",1
딥노이드(315640),1
외에도,2
"코어라인소프트,",1
"에임즈,",1
휴런,1
비상장사들이,1
포진해,1
시장에서는,1
의료AI,4
포화,1
상태에,1
도달했을,1
판단하고,1
2020년,5
45억달러(한화,1
6조3000억원)인데,1
한국이,1
차지하는,1
비중은,2
5.7%로,1
추산되고,1
있다.수천억원대에,1
불과한,1
좁은,1
시장에서,2
난립하면서,1
업체들의,1
포트폴리오가,1
중복되는,1
격화되고,1
AI진단,1
거의,1
이익도,1
내지,1
연매출,1
100억원을,1
곳은,1
상태다.업계,1
기업인,1
루닛의,1
66억원을,1
제이엘케이와,1
"38억원,",1
22억원으로,1
"집계됐으며,",1
딥노이드의,1
9억원에,1
기술특례상장을,1
계획하고,1
코어라인소프트는,1
22억원의,1
냈다.,1
연평균,3
시장…선점,1
나선,1
업체들AI진단업체들은,1
부진한,1
실적에도,1
진출하면,1
충분히,2
만회,1
내다보고,2
크진,1
않지만,1
성장하고,1
진단시장을,1
선점하면,1
개선은,1
자연스럽게,1
이뤄지리라는,1
판단에서다.,1
AI의료진단시장(Markets,1
and,1
Markets,1
Artificial,1
Inteligence,1
in,1
Medical,1
Diagnostics)에,1
진단시장은,1
2018년,3
21억달러(약,1
2조4000억원)에서,1
성장해,1
2025년,1
362억달러(약,1
40조원)에,1
달할,1
전망된다.루닛은,1
거점에,1
판매·연구개발,1
네트워크를,1
세계를,1
전개하고,1
루닛은,2
제품인,1
‘루닛,1
인사이트(Lunit,1
INSIGHT)’를,1
해외에,1
공급하기,1
지이헬스케어(GE,1
"Healthcare),",1
"필립스(Philips),",1
"후지필름(Fujifilm),",1
홀로직(Hologic),1
제조사·유통사와,1
6월에는,1
액체생검,1
선두,1
업체인,1
가던트,1
헬스(Guardant,1
Health)와,1
포괄,1
체결해,1
공략에,1
있다.제이엘케이는,1
일본과,1
동남아,2
위주로,1
공략하고,1
제이엘케이는,1
일본,6
원격영상진단기업,1
‘닥터넷’과,1
폐질환,1
‘메디허브,2
CXR(MEDIHUB,1
CXR)’,1
독점,1
체결하며,1
진출의,3
포석을,1
깔았다.,1
닥터넷은,1
전역에,1
1200개,1
병원과,1
클리닉,1
채널을,1
확보하고,2
업체다.,1
5월에는,1
태국,3
식약처(Thailand,1
FDA),1
로부터,1
뇌졸중,2
진단,1
‘JBS-01K’가,1
인허가를,2
"획득했으며,",1
같은해,1
7월에는,1
뇌노화,1
‘ATROSCAN’이,1
받았다.뷰노는,1
"미국,",1
집중,1
공력하겠다는,1
의료데이터,1
M3와,1
흉부CT,3
영상판독보조솔루션,1
‘뷰노메드,7
AI’에,1
판권,1
M3는,1
4월,1
‘M3,1
AI’를,1
설립하며,1
진단사업에,1
드라이브를,1
걸고,1
하버드의대,1
매사추세츠,1
종합병원(MGH)과,1
성능평가를,1
임상을,1
공동으로,1
진행하고,1
있다.딥바이오는,1
미국을,1
"유럽,",1
인도,1
국가의,1
병리,1
업체들과,1
체결하고,1
스탠퍼드,1
"의과대학,",1
다나-파버,1
"암센터,",1
ARUP,1
연구소,1
대학·의료기관과도,1
공동연구도,1
딥바이오는,1
“이를,1
딥바이오의,1
강화하고,1
가속화할,1
방침”이라고,1
업체별,1
경쟁력은루닛은,1
2013년에,1
딥러닝,7
스타트업으로서,1
1세대,1
자리잡았다고,1
자신하고,1
3개,1
정도로,2
다른,2
국내사들에,1
비해,2
적지만,1
실질적인,1
발생시키고,1
기준으로,3
55억원,1
해외에서,1
발생했을,1
성과가,1
가시화되고,1
강점이다.뷰노는,1
진단업계에서,1
Med-DeepCARS)’가,1
포함됐다.,1
이로써,1
4분기부터,5
급증할,1
예상된다.,2
제품의,4
출고가를,1
5000원으로,1
가정할,1
경우,3
연간,2
2092억원에,1
추정하고,1
당분간,1
증가하더라도,1
내수,2
비중이,1
상태로,1
유지할,1
84.3%다.제이엘케이는,1
자사의,1
경쟁력이,1
뇌질환,2
토탈,1
스트로크(MEDIHUB,1
STROKE)’에,1
있다고,3
봤다.,1
메디허브,1
스트로크는,1
CT,1
뇌출혈,1
검출부터,1
MRI,1
"검출,",1
진단까지,1
커버하는,1
패키지다.,1
제이엘케이,1
“제이엘케이는,1
유일,1
전주기,1
“세계,1
규모인,1
5만여,1
건의,1
"개발했으며,",1
양질의,1
연구,4
네트워크도,1
설명했다.딥노이드는,1
환자,7
"진료·진단,",1
치료제,1
"개발,",1
디지털병원,1
지원하는,1
의료AI뿐,1
"보안,",2
스마트팩토리,1
확대하고,1
기술은,1
의료기관,1
"자동차,",1
"디스플레이,",1
"스마트팩토리,",1
물류,1
보안,1
시큐리티시스템에,1
초기에는,1
의료AI만,1
겨냥했던,1
딥파이도,1
범용,1
돌렸다.,1
딥노이드는,1
잠재,1
양성하기,1
AI교육,1
사업도,1
펼치고,1
있다.국내,1
의료AI업계,2
“아무래도,1
좁다,1
보니까,1
업체들이,1
노릴,1
없다”며,1
“국내에서도,1
치열해지면서,1
회사들이,1
차별화하기,1
노력하고,1
“아직은,1
안정화된,1
수익,1
갖추지,1
못했지만,1
점차,1
실적이,2
개선될,1
덧붙였다.,1
67개팀,1
참여뷰노는,1
의료영상기술학회(MICCAI)가,3
개최한,7
경진대회,2
'2022,3
당뇨망막병증,10
챌린지'에서,1
1위를,9
기록했다고,3
밝혔다.MICCAI는,2
권위를,4
인정받는,2
학회란,1
대회는,3
성능으로,2
안저(Fundus),2
영상을,5
"판독해,",1
당뇨망막병증을,3
탐지하는,3
알고리즘을,6
선정하기,3
개최됐다.,3
67개팀이,2
참여해,1
7월부터,3
3개월,4
진행됐다.뷰노,3
안저,10
연구진이,1
선보인,3
알고리즘은,2
대회의,1
세,2
가지,4
과제인,2
"세분화,",1
품질,3
"평가,",1
중증도,3
예측에서,2
펀더스AI'(사진)로,1
대표되는,2
영상,4
연구개발에,1
예정이다.이예하,4
"""세계적",1
대회에서,2
안저영상,2
인정받게,2
"""대표적인",1
실명,3
원인,3
질환이자,3
당뇨,3
합병증인,3
당뇨망막병증은,3
미리,3
발견하는,3
중요한만큼,2
인공지능이,2
조기,3
진단에,4
혁신적인,2
기여를,2
말했다.뷰노는,2
MICCAI가,2
녹내장,5
탐지,6
챌린지에서도,1
차지했다.,2
바이오,2
이미징,2
심포지엄(ISBI)이,2
"대회,",2
MICCAI,2
2018,2
대회에서도,2
67개,3
팀,2
참가뷰노메드,1
펀더스,4
시현,2
"화면,",1
사진,2
제공=뷰노[서울경제],2
의료인공지능,2
뷰노(338220)가,3
‘2022,1
분석챌린지(DRAC)’에서,1
밝혔다.이번,1
판독해,2
팀이,1
참가했으며,1
연구팀은,1
△당뇨망막병증,4
세분화,1
△이미지,2
평가,1
제품에,1
“대표적인,1
“인공지능이,1
쓰겠다”고,1
[의료영상기술학회,1
개최,1
챌린지(DRAC)'7월부터,1
"진행,",1
참여…3개,1
부문,1
선두]뷰노메드,1
AI™,1
화면.,1
/자료=뷰노뷰노는,1
경진대회인,1
챌린지'(DRAC)'에서,1
학회다.,1
"참여했으며,",1
연구팀이,1
대회,1
세분화(Segmentation),1
평가(Image,1
Quality,1
Assessment),1
예측(Diabetic,1
Retinopathy,1
Grading)에서,1
성적을,2
거둔,1
AI(인공지능),1
펀더스AI™'로,1
"""의료AI",1
거두고,1
"""대표적",1
계속,4
챌린지(REFUGE)에서도,1
1위에,1
올랐다.,1
건강관리,15
브랜드,5
예정Hativ,1
P30,1
예시,1
(뷰노,1
제공)(서울=뉴스1),1
강승지,1
가정용,15
심전도,23
측정,12
'하티브(Hativ),2
P30'이,2
식품의약품안전처,4
밝혔다.하티브,1
P30은,11
6유도,3
정밀,4
방식으로,2
"정상동리듬,",3
"심방세동,",4
"느린맥(서맥),",1
빠른맥(빈맥),1
의료기기다.작고,1
휴대가,4
간편하며,2
30초,6
심장,5
신호를,5
측정할,7
결과는,4
연결된,2
애플리케이션(앱)으로,1
설명이다.뷰노는,1
획득을,5
딥ECG'를,2
탑재한,4
나선다.또,1
'하티브'를,2
만성질환,3
"혈압계,",3
체온계,4
출시함을써,1
사업으로,3
외연을,2
"""하티브",2
일상에서도,3
간편하게,3
심혈관,3
질환을,3
적시에,3
발견할,3
도울,3
말했다.이어,1
"""통합",2
선보임으로써,4
헬스케어를,5
실현하고,5
의료의,4
방향인,5
예방적,5
치료에,5
측정기,2
시판,1
인증내년,1
'하티브',1
출시의사들의,1
진단을,3
집중해,1
온,2
보폭을,1
넓히고,1
있다.뷰노는,3
식품의약품안전처로부터,4
하티브P30(사진),1
시판을,1
발표했다.,1
받은,1
하티브프로에,1
뷰노에서,1
두,4
번째,2
의료기기다.하티브P30은,1
"서맥,",2
빈맥,3
알려준다.,1
안에,2
간단하게,2
앱을,3
방향의,1
심전도만,1
활용하는,1
웨어러블,2
기기와,1
여섯,1
방향에서,1
분석한다.,3
기기지만,1
정밀하게,1
하티브,4
제품군을,1
B2C,1
소프트웨어인,1
딥ECG를,2
의료기기를,1
상용화하고,1
하티브를,2
내놓는다.,1
등도,1
'6유도',1
가능심전도,1
제공뷰노가,1
‘Hativ,2
P30’를,1
사용하는,1
모습.,1
P30’이,1
품목,1
제품은,6
인증이,1
완료된,1
'Hativ,1
Pro'에,1
출시한,1
의료기기이다.,1
측정하고,1
기록하는,1
것을,1
보다,1
특징이다.Hativ,1
작고,2
간편해,1
언제,1
어디서든,1
6유도(6-Lead),2
측정이,2
가능하기,1
"스마트워치,",1
등보다,1
일반적으로,1
의료기관에서는,1
10개의,1
전극을,1
몸에,1
부착해,1
동시적으로,1
심전도를,2
측정하는,4
12유도,1
표준으로,1
한다.,1
스마트워치나,1
"웨어러블,",1
패치,1
기기에서는,1
단일,2
유도(Sigle,1
Lead),2
심전도만을,1
얻을,1
정보가,1
제한적이다.,1
Hativ,2
간편한,1
측정으로,1
제공한다.뷰노는,1
기업·소비자,1
거래(B2C),1
본격화한다.,1
10월,1
식약처로부터,1
혁신의료기기로,2
지정된,1
나설,1
브랜드인,2
‘Hativ(하티브)’를,1
"론칭하고,",1
P30과,2
확장할,1
“Hativ,1
역량이,2
집약된,2
"제품으로,",1
“향후,2
힘쓰겠다”고,3
측정뷰노는,1
의료기기인,1
‘하티브(Hativ),1
P30’에,1
검사는,1
심장박동에,1
전기적,1
흐름을,2
파장,1
것이다.하티브,1
심방세동,1
서맥,1
심방세동은,1
불규칙한,1
"심장박동을,",1
서맥과,1
빈맥은,1
정상보다,1
느리거나,1
빠른,1
심장박동을,1
의미한다.,1
크기가,1
작아,1
가능하며,1
내에,1
있다.하티브,1
심장박동으로,1
인한,1
전류,1
6개,2
방향으로,1
쪽,1
다리에,1
대고,1
양쪽,1
엄지손가락으로,1
눌러,1
방식이다.,1
"스마트시계,",1
부착형(패치),1
착용형,1
유도(Single,1
방식에,1
기업소비자간거래(B2C),1
내년에는,1
출시할,2
앱(응용,1
프로그램)과,1
혈압계,1
선보이며,1
확장한다는,1
“하티브,1
제품”이라며,1
기여하도록,2
"뷰노,",1
'하티브,1
P30',1
금지],1
"느린맥,",1
빠른맥,1
있고,1
애플리케이션으로,1
나선다.,1
당시,4
목표는,1
전환…상반기,1
적자,1
113억적자,1
지속으로,1
자본잠식,1
우려…추가,1
자금조달,1
가능성도'뷰노메드,1
딥카스',1
AI의료기기,2
"진입""빠르면",1
가시화될,2
"것""이",1
2022년10월04일,1
07시40분에,1
2014년,1
설립,1
만성적자에,1
시달려온,1
이르면,1
전망된다.,2
했던,1
시기는,1
올해에서,1
이후로,1
미뤄질,1
중론이다.30일,1
이루기,1
진입한,2
발판으로,1
빠르면,1
가능할까…상반기,1
영업적자,1
113억뷰노는,1
시점으로,1
올해를,1
지목했다.,1
투자설명서에,1
2022년,1
"204억원,",1
57억원을,2
기록해,1
전환할,1
예상됐다.,1
113억원을,1
기록하고,1
하반기부터,1
170억원,1
영업이익을,1
내야,1
달성할,1
셈이다.의료기기업계에서는,1
전환이,1
녹록지,1
않을,1
전망하고,1
적자로,1
600억원의,1
결손금을,1
기록한,1
상태다.,1
상장으로,1
378억원을,1
조달하면서,1
228억원으로,1
늘어났던,1
자기자본(자본총계)도,1
118억원으로,1
